fiscal_month_key,store_key,currency_key,category,budget_sales_amt,budget_units,budget_cogs_amt,budget_margin_amt,budget_opex_amt,budget_marketing_amt,budget_headcount,budget_version,budget_scenario,is_locked,approved_by,approved_date,load_date
202106,17,1,Apparel,92833.92693781471,1691.614,737051.56,349367.81,218927.22,27984.01,102.47,Original,Best Case,1,finance_user50,2021-07-09,2021-07-12 00:00:00
202106,17,1,Grocery,71512.01268308617,1303.087,546255.04,290637.66,127845.98,23112.44,110.55,Original,Best Case,1,finance_user08,2021-07-17,2021-07-20 00:00:00
202106,17,1,Home,55794.75455181011,1016.689,448399.26,204557.09,143014.32,41719.16,89.53,Forecast,Base Case,1,finance_user30,2021-07-05,2021-07-03 00:00:00
202106,17,1,Beauty,23826.14339953722,434.158,196089.54,82743.69,50933.02,12621.23,136.58,Original,Worst Case,0,finance_user44,2021-07-06,2021-07-09 00:00:00
202106,2,2,Electronics,34910.24611561537,437.639,227061.94,61813.82,61612.63,19471.7,65.86,Revised,Base Case,1,finance_user19,2021-07-10,2021-07-07 00:00:00
202106,2,2,Apparel,51356.04123411234,643.805,302776.82,122184.82,52259.34,9200.78,68.43,Forecast,Base Case,1,finance_user15,2021-07-18,2021-07-18 00:00:00
202106,2,2,Grocery,71982.03351323391,902.375,468548.65,127089.22,85428.34,20257.61,64.48,Revised,Base Case,1,finance_user16,2021-07-10,2021-07-09 00:00:00
202106,2,2,Home,67784.47160984114,849.754,418787.23,142116.6,102727.25,13260.16,52.02,Original,Base Case,1,finance_user30,2021-07-17,2021-07-19 00:00:00
202106,2,2,Beauty,95593.23764697825,1198.367,524846.97,266169.21,148027.0,34531.57,61.63,Forecast,Base Case,1,finance_user11,2021-07-17,2021-07-15 00:00:00
202106,10,5,Electronics,99426.99137555972,1448.321,541598.36,188566.21,129479.41,48969.58,70.33,Revised,Base Case,1,finance_user50,2021-07-07,2021-07-09 00:00:00
202106,10,5,Apparel,54570.73376691492,794.914,274624.74,126127.77,68013.32,17005.84,44.49,Forecast,Base Case,1,finance_user24,2021-07-11,2021-07-08 00:00:00
202106,10,5,Grocery,35143.54622212776,511.925,173533.15,84551.42,51337.11,20105.02,72.92,Original,Base Case,1,finance_user49,2021-07-16,2021-07-19 00:00:00
202106,10,5,Home,83791.50445316876,1220.564,471247.73,144094.11,89926.69,36481.82,26.7,Forecast,Base Case,1,finance_user01,2021-07-07,2021-07-06 00:00:00
202106,10,5,Beauty,93826.66796246864,1366.743,465116.44,223920.89,145409.16,41227.93,65.02,Revised,Base Case,0,finance_user32,2021-07-06,2021-07-07 00:00:00
202106,12,5,Electronics,61230.246237372354,925.944,417533.21,230264.38,103497.69,32072.51,80.33,Forecast,Base Case,0,finance_user50,2021-07-07,2021-07-05 00:00:00
202106,12,5,Apparel,58010.90330470399,877.26,376191.93,237545.98,140450.07,19331.68,95.04,Revised,Best Case,1,finance_user16,2021-07-14,2021-07-16 00:00:00
202106,12,5,Grocery,54475.68844391769,823.799,352466.97,223869.43,109020.4,34655.52,90.75,Revised,Base Case,1,finance_user43,2021-07-13,2021-07-11 00:00:00
202106,12,5,Home,35884.853731942414,542.663,256697.51,122953.45,83729.08,9013.98,86.1,Revised,Base Case,1,finance_user38,2021-07-14,2021-07-11 00:00:00
202106,12,5,Beauty,92930.39405592917,1405.324,711870.65,271304.98,185570.18,48370.79,80.75,Original,Base Case,1,finance_user12,2021-07-14,2021-07-11 00:00:00
202106,14,3,Electronics,3000.610552778601,25.276,9338.18,5597.76,2696.49,400.84,55.95,Revised,Worst Case,1,finance_user43,2021-07-11,2021-07-11 00:00:00
202106,14,3,Apparel,2541.2798407067835,21.407,8665.28,3984.28,2758.38,447.02,75.02,Original,Base Case,0,finance_user24,2021-07-20,2021-07-19 00:00:00
202106,14,3,Grocery,714.9099881691958,6.022,2142.38,1416.18,752.09,229.07,63.88,Original,Base Case,1,finance_user01,2021-07-10,2021-07-10 00:00:00
202106,14,3,Home,1733.5185030220423,14.603,6064.61,2564.21,1946.27,396.74,91.42,Original,Base Case,1,finance_user11,2021-07-14,2021-07-13 00:00:00
202106,14,3,Beauty,1523.5733609037543,12.834,5863.9,1719.89,921.86,518.21,62.14,Revised,Base Case,1,finance_user39,2021-07-05,2021-07-06 00:00:00
202106,7,2,Electronics,27451.30961126439,331.828,115362.58,58589.37,35969.3,9702.54,59.48,Original,Base Case,0,finance_user38,2021-07-06,2021-07-06 00:00:00
202106,7,2,Apparel,62771.26106069392,758.77,310319.99,87445.5,53951.15,17610.61,40.43,Revised,Best Case,1,finance_user42,2021-07-10,2021-07-07 00:00:00
202106,7,2,Grocery,98339.42983618556,1188.713,465948.35,157203.58,122171.13,14520.79,74.46,Forecast,Base Case,0,finance_user37,2021-07-14,2021-07-11 00:00:00
202106,7,2,Home,117802.52518657422,1423.981,539579.04,206905.57,135530.28,17752.02,38.57,Original,Base Case,1,finance_user30,2021-07-10,2021-07-13 00:00:00
202106,7,2,Beauty,32704.58047511623,395.328,133353.46,73887.15,36697.79,8994.73,47.54,Revised,Best Case,1,finance_user42,2021-07-20,2021-07-20 00:00:00
202106,16,3,Electronics,377.6949537032727,5.463,1547.01,786.75,284.79,108.18,63.71,Forecast,Base Case,0,finance_user17,2021-07-09,2021-07-11 00:00:00
202106,16,3,Apparel,1682.588810961535,24.335,7934.75,2461.89,1801.26,324.98,33.09,Forecast,Worst Case,0,finance_user17,2021-07-15,2021-07-16 00:00:00
202106,16,3,Grocery,1263.9435649679076,18.28,6226.79,1583.06,1307.83,466.83,41.24,Revised,Base Case,1,finance_user35,2021-07-06,2021-07-05 00:00:00
202106,16,3,Home,1680.1029535945042,24.299,7495.63,2885.64,1329.65,421.88,40.48,Original,Base Case,0,finance_user05,2021-07-11,2021-07-08 00:00:00
202106,16,3,Beauty,1194.8930503704175,17.282,5307.94,2075.25,1449.05,551.5,61.83,Original,Worst Case,1,finance_user14,2021-07-16,2021-07-15 00:00:00
202106,8,2,Electronics,26415.49853329376,221.698,107855.34,29546.19,16175.01,3397.15,79.36,Forecast,Worst Case,0,finance_user47,2021-07-14,2021-07-13 00:00:00
202106,8,2,Apparel,125138.7908743515,1050.256,423325.37,227590.23,128758.65,25607.27,85.22,Forecast,Best Case,1,finance_user26,2021-07-05,2021-07-04 00:00:00
202106,8,2,Grocery,117581.84252423904,986.832,447575.69,164032.07,84817.24,25064.6,85.44,Forecast,Base Case,0,finance_user50,2021-07-12,2021-07-11 00:00:00
202106,8,2,Home,153300.00387420788,1286.605,589852.01,207545.54,107302.49,33259.23,93.25,Original,Base Case,1,finance_user31,2021-07-06,2021-07-03 00:00:00
202106,8,2,Beauty,209346.33329283024,1756.987,797549.68,291375.61,171411.53,56598.38,48.83,Original,Base Case,0,finance_user43,2021-07-14,2021-07-17 00:00:00
202106,8,3,Electronics,2614.811281827346,21.945,8728.45,4872.63,2110.34,628.36,71.93,Original,Worst Case,1,finance_user15,2021-07-18,2021-07-21 00:00:00
202106,8,3,Apparel,3559.291405296317,29.872,14298.85,4214.98,2162.8,444.53,80.21,Revised,Base Case,0,finance_user01,2021-07-20,2021-07-20 00:00:00
202106,8,3,Grocery,1264.9730917047857,10.617,4678.52,1901.3,1334.7,502.44,79.16,Revised,Worst Case,1,finance_user29,2021-07-18,2021-07-19 00:00:00
202106,8,3,Home,3278.7019321278817,27.517,13633.51,3420.83,2126.95,440.93,76.82,Forecast,Base Case,1,finance_user12,2021-07-18,2021-07-16 00:00:00
202106,8,3,Beauty,1772.854456920392,14.879,6719.15,2502.44,1587.99,372.2,81.91,Revised,Base Case,0,finance_user13,2021-07-18,2021-07-17 00:00:00
202106,6,2,Electronics,89889.40554327666,1152.196,373177.75,171189.44,66013.38,27987.15,42.65,Revised,Base Case,1,finance_user04,2021-07-18,2021-07-17 00:00:00
202106,6,2,Apparel,50575.21235628215,648.269,204567.5,101714.26,49577.91,19285.21,49.03,Original,Base Case,0,finance_user32,2021-07-10,2021-07-09 00:00:00
202106,6,2,Grocery,18652.84228791593,239.091,76003.38,36957.6,20153.69,4421.68,29.84,Original,Base Case,1,finance_user01,2021-07-07,2021-07-09 00:00:00
202106,6,2,Home,115180.22260466512,1476.371,480324.93,217202.6,144553.04,28986.91,48.12,Revised,Best Case,0,finance_user31,2021-07-13,2021-07-14 00:00:00
202106,6,2,Beauty,26517.432256131066,339.898,116487.52,44101.16,28892.73,10721.71,81.73,Revised,Worst Case,1,finance_user25,2021-07-09,2021-07-08 00:00:00
202106,19,3,Electronics,4976.1404947484525,28.143,8894.32,2552.44,1509.12,250.39,13.32,Original,Base Case,1,finance_user32,2021-07-14,2021-07-11 00:00:00
202106,19,3,Apparel,1337.986904254281,7.567,1956.24,1121.56,493.1,79.85,39.21,Original,Base Case,1,finance_user11,2021-07-07,2021-07-06 00:00:00
202106,19,3,Grocery,797.5424585708495,4.51,1288.8,545.81,319.91,71.81,20.48,Original,Best Case,1,finance_user44,2021-07-10,2021-07-07 00:00:00
202106,19,3,Home,3444.1726376685106,19.479,4841.41,3081.32,989.95,607.52,69.61,Original,Best Case,1,finance_user38,2021-07-19,2021-07-22 00:00:00
202106,19,3,Beauty,1460.1085690559134,8.258,2215.96,1142.76,581.56,259.86,59.82,Original,Base Case,1,finance_user48,2021-07-18,2021-07-16 00:00:00
202106,17,3,Electronics,817.2683529268152,14.892,6764.98,2799.37,1521.3,319.78,112.45,Revised,Base Case,0,finance_user33,2021-07-12,2021-07-15 00:00:00
202106,17,3,Apparel,363.6813622349473,6.627,2932.65,1323.44,891.37,186.16,94.93,Revised,Worst Case,1,finance_user33,2021-07-05,2021-07-04 00:00:00
202106,17,3,Grocery,804.840586350971,14.666,6804.29,2614.62,1510.85,459.1,97.81,Original,Base Case,1,finance_user41,2021-07-09,2021-07-08 00:00:00
202106,17,3,Home,1554.1253646921034,28.319,13080.06,5107.6,3540.44,1229.53,113.38,Original,Base Case,0,finance_user12,2021-07-20,2021-07-21 00:00:00
202106,17,3,Beauty,327.6857855705194,5.971,2876.83,958.02,627.44,279.46,92.82,Original,Base Case,1,finance_user35,2021-07-13,2021-07-11 00:00:00
202106,12,1,Electronics,114167.02798648046,1726.472,728553.15,479299.67,195296.49,66896.14,103.59,Forecast,Base Case,1,finance_user20,2021-07-10,2021-07-09 00:00:00
202106,12,1,Apparel,46958.33297429776,710.119,372522.55,124282.5,68454.05,34718.35,69.88,Original,Base Case,0,finance_user25,2021-07-15,2021-07-15 00:00:00
202106,12,1,Grocery,17407.231122887766,263.238,113650.05,70513.22,29334.65,5696.17,122.07,Original,Base Case,1,finance_user11,2021-07-13,2021-07-11 00:00:00
202106,12,1,Home,81680.39561804359,1235.198,644781.33,219372.69,165225.07,61450.32,53.51,Revised,Base Case,0,finance_user40,2021-07-16,2021-07-13 00:00:00
202106,12,1,Beauty,43448.983688100685,657.05,353465.79,106211.39,82678.49,21378.22,59.95,Revised,Best Case,0,finance_user09,2021-07-20,2021-07-21 00:00:00
202106,9,3,Electronics,1233.9343320832445,16.4,7419.12,2970.91,2032.21,495.88,53.46,Original,Best Case,1,finance_user16,2021-07-05,2021-07-04 00:00:00
202106,9,3,Apparel,2052.015780482333,27.273,12588.08,4690.38,3568.09,1360.3,86.73,Original,Best Case,0,finance_user22,2021-07-09,2021-07-09 00:00:00
202106,9,3,Grocery,1868.39981713572,24.833,10576.11,5156.26,2062.56,387.13,83.42,Revised,Base Case,1,finance_user43,2021-07-12,2021-07-09 00:00:00
202106,9,3,Home,1546.7283636482314,20.557,9225.86,3797.96,2778.69,655.14,89.74,Forecast,Base Case,0,finance_user25,2021-07-19,2021-07-19 00:00:00
202106,9,3,Beauty,994.4339585713864,13.217,6556.23,1817.14,1106.05,432.24,55.39,Original,Base Case,0,finance_user34,2021-07-08,2021-07-08 00:00:00
202106,19,1,Electronics,48102.15094682663,272.042,88038.27,22612.51,16690.1,5043.96,41.66,Revised,Base Case,1,finance_user01,2021-07-18,2021-07-20 00:00:00
202106,19,1,Apparel,219393.87483444213,1240.782,359581.45,145096.63,71726.84,20665.65,36.34,Revised,Best Case,1,finance_user41,2021-07-16,2021-07-16 00:00:00
202106,19,1,Grocery,111840.41781681546,632.513,171167.76,86102.0,47175.93,10292.31,62.73,Original,Base Case,1,finance_user40,2021-07-07,2021-07-09 00:00:00
202106,19,1,Home,111660.51745890269,631.496,169793.07,87062.84,32240.45,7517.9,49.97,Original,Base Case,1,finance_user37,2021-07-17,2021-07-14 00:00:00
202106,19,1,Beauty,140971.00813098857,797.261,223400.03,100879.66,53191.52,23706.43,49.75,Original,Best Case,1,finance_user01,2021-07-17,2021-07-20 00:00:00
202106,10,2,Electronics,77981.62392634703,1135.933,383970.17,188705.49,112058.37,19233.76,68.2,Revised,Best Case,1,finance_user35,2021-07-05,2021-07-04 00:00:00
202106,10,2,Apparel,72006.03051488823,1048.889,360884.01,167908.54,58380.34,18520.67,43.4,Original,Base Case,1,finance_user38,2021-07-20,2021-07-17 00:00:00
202106,10,2,Grocery,15697.450019498698,228.66,83979.98,31297.79,13192.5,4394.9,32.14,Revised,Base Case,0,finance_user16,2021-07-13,2021-07-14 00:00:00
202106,10,2,Home,28118.3139593336,409.59,133803.94,72689.26,35094.82,11453.49,35.14,Original,Base Case,1,finance_user11,2021-07-15,2021-07-15 00:00:00
202106,10,2,Beauty,12589.805430819602,183.392,67316.96,25139.13,10289.43,6607.1,44.29,Revised,Base Case,1,finance_user11,2021-07-11,2021-07-11 00:00:00
202106,15,1,Electronics,30295.346007338,400.617,212210.55,75128.45,62396.72,13624.78,50.28,Original,Best Case,1,finance_user01,2021-07-08,2021-07-06 00:00:00
202106,15,1,Apparel,75268.20879614835,995.326,463140.26,250748.01,106749.89,31109.34,90.73,Forecast,Base Case,1,finance_user03,2021-07-05,2021-07-07 00:00:00
202106,15,1,Grocery,38494.0222413724,509.035,243469.09,121631.01,70239.76,8061.7,75.09,Original,Base Case,1,finance_user30,2021-07-16,2021-07-16 00:00:00
202106,15,1,Home,73774.4893170777,975.574,537691.76,162029.19,109783.92,22682.89,35.92,Original,Best Case,1,finance_user10,2021-07-14,2021-07-12 00:00:00
202106,15,1,Beauty,99936.98917711164,1321.54,594552.64,353308.94,154913.09,47593.97,36.98,Original,Base Case,0,finance_user40,2021-07-15,2021-07-13 00:00:00
202106,12,3,Electronics,1706.477620848273,25.806,12242.4,5811.62,3140.34,1417.9,58.27,Original,Base Case,1,finance_user41,2021-07-16,2021-07-17 00:00:00
202106,12,3,Apparel,1065.433878320347,16.112,8039.67,3232.29,2468.55,566.38,90.13,Original,Base Case,1,finance_user49,2021-07-05,2021-07-08 00:00:00
202106,12,3,Grocery,1662.4489590561996,25.14,11166.97,6421.24,3210.85,771.02,81.87,Forecast,Base Case,1,finance_user49,2021-07-20,2021-07-18 00:00:00
202106,12,3,Home,1180.1318457852526,17.846,8114.47,4370.97,1569.08,388.54,87.43,Original,Worst Case,1,finance_user18,2021-07-15,2021-07-14 00:00:00
202106,12,3,Beauty,1084.3087059823963,16.397,7499.42,3972.25,1663.35,869.17,54.97,Revised,Base Case,1,finance_user17,2021-07-16,2021-07-15 00:00:00
202106,3,1,Electronics,93241.95310552102,1038.711,557396.14,265288.09,168404.98,45907.67,75.27,Revised,Base Case,1,finance_user22,2021-07-17,2021-07-20 00:00:00
202106,3,1,Apparel,103625.3956075805,1154.382,611733.56,302564.95,151188.7,27833.84,69.1,Revised,Base Case,1,finance_user40,2021-07-09,2021-07-09 00:00:00
202106,3,1,Grocery,42467.005317183815,473.081,260777.17,113913.99,51678.76,14589.2,59.44,Revised,Base Case,1,finance_user19,2021-07-20,2021-07-22 00:00:00
202106,3,1,Home,60479.85081953467,673.743,321417.81,212202.71,77582.37,24754.23,86.47,Forecast,Base Case,1,finance_user08,2021-07-08,2021-07-05 00:00:00
202106,3,1,Beauty,61532.88625744631,685.474,331192.02,211719.55,92463.67,18600.37,70.53,Original,Base Case,1,finance_user07,2021-07-18,2021-07-17 00:00:00
202106,3,2,Electronics,46418.61995513387,517.101,285782.16,123774.54,66454.54,19996.26,84.48,Revised,Best Case,1,finance_user13,2021-07-18,2021-07-18 00:00:00
202106,3,2,Apparel,58029.65421209724,646.448,363771.48,148230.68,110253.53,11803.42,50.42,Forecast,Best Case,1,finance_user12,2021-07-20,2021-07-21 00:00:00
202106,3,2,Grocery,13482.097358583542,150.19,92969.88,25984.18,25866.97,7110.86,31.32,Original,Base Case,0,finance_user26,2021-07-19,2021-07-17 00:00:00
202106,3,2,Home,89113.33630164345,992.719,530957.99,255299.0,136482.68,58269.92,84.7,Original,Best Case,1,finance_user11,2021-07-15,2021-07-12 00:00:00
202106,3,2,Beauty,56889.58599395384,633.747,341025.99,160917.21,60857.11,36970.57,73.43,Forecast,Base Case,0,finance_user10,2021-07-17,2021-07-18 00:00:00
202106,1,2,Electronics,40167.34642340026,577.843,214562.72,68143.04,40311.43,16464.45,53.03,Original,Base Case,1,finance_user01,2021-07-11,2021-07-14 00:00:00
202106,1,2,Apparel,9142.546831544296,131.524,43703.06,20644.0,8648.14,2245.72,21.19,Revised,Base Case,0,finance_user10,2021-07-18,2021-07-21 00:00:00
202106,1,2,Grocery,38088.5261311546,547.937,189814.87,78259.75,41444.3,18319.0,28.42,Original,Worst Case,1,finance_user03,2021-07-15,2021-07-17 00:00:00
202106,1,2,Home,49429.01038301788,711.08,248541.81,99349.38,39600.51,12921.51,10.0,Revised,Base Case,1,finance_user46,2021-07-17,2021-07-16 00:00:00
202106,1,2,Beauty,15185.064615146555,218.451,67338.43,39537.07,16819.0,4594.11,34.01,Original,Best Case,1,finance_user46,2021-07-13,2021-07-10 00:00:00
202106,1,4,Electronics,31823.96857624866,457.816,157560.24,66423.17,32389.05,5460.88,43.78,Forecast,Base Case,0,finance_user05,2021-07-13,2021-07-16 00:00:00
202106,1,4,Apparel,14970.60775010774,215.366,75191.7,30174.41,13375.18,7979.45,27.57,Revised,Best Case,0,finance_user34,2021-07-06,2021-07-07 00:00:00
202106,1,4,Grocery,55973.9550258235,805.235,251220.35,142735.46,50750.12,29200.13,53.67,Original,Worst Case,1,finance_user06,2021-07-13,2021-07-12 00:00:00
202106,1,4,Home,45417.3474930112,653.369,193068.55,126587.76,57424.97,22575.92,10.0,Revised,Base Case,0,finance_user13,2021-07-14,2021-07-15 00:00:00
202106,1,4,Beauty,31155.07298374636,448.194,158795.18,60480.41,34118.34,16794.83,39.37,Original,Base Case,1,finance_user35,2021-07-19,2021-07-17 00:00:00
202106,5,2,Electronics,8518.709910842721,457.978,129049.57,70740.16,28590.48,7612.45,43.74,Forecast,Base Case,0,finance_user14,2021-07-14,2021-07-16 00:00:00
202106,5,2,Apparel,37842.55617450205,2034.469,612206.25,275317.07,136251.19,39368.92,62.41,Forecast,Best Case,1,finance_user05,2021-07-14,2021-07-13 00:00:00
202106,5,2,Grocery,7857.571562725246,422.434,146565.54,37718.47,27359.42,10818.71,81.93,Revised,Base Case,1,finance_user44,2021-07-20,2021-07-21 00:00:00
202106,5,2,Home,7989.20434167731,429.511,122501.82,64869.38,37818.82,5566.42,47.84,Revised,Base Case,0,finance_user12,2021-07-11,2021-07-10 00:00:00
202106,5,2,Beauty,33952.96764226461,1825.36,568500.9,227799.71,145034.92,57171.37,61.08,Original,Base Case,0,finance_user31,2021-07-09,2021-07-06 00:00:00
202106,20,1,Electronics,81188.4725473218,893.543,322942.97,124646.78,81028.87,34241.21,23.35,Original,Base Case,1,finance_user23,2021-07-05,2021-07-07 00:00:00
202106,20,1,Apparel,39313.36355959016,432.674,137466.82,79266.65,38971.27,9022.11,34.37,Revised,Base Case,1,finance_user41,2021-07-19,2021-07-17 00:00:00
202106,20,1,Grocery,125593.77410748364,1382.258,430324.93,262069.99,83167.84,33015.46,19.38,Revised,Worst Case,1,finance_user07,2021-07-16,2021-07-17 00:00:00
202106,20,1,Home,26723.286190673203,294.111,106649.47,40675.25,24322.21,6243.73,62.89,Original,Base Case,1,finance_user47,2021-07-06,2021-07-03 00:00:00
202106,20,1,Beauty,132428.91895829685,1457.484,548375.05,181701.83,82933.66,24206.8,57.62,Forecast,Base Case,0,finance_user20,2021-07-07,2021-07-10 00:00:00
202106,9,1,Electronics,157196.55499832067,2089.286,947980.98,375651.33,170114.27,59273.93,56.54,Original,Base Case,1,finance_user15,2021-07-13,2021-07-15 00:00:00
202106,9,1,Apparel,102412.21595587312,1361.152,528286.66,334048.51,105674.26,42774.94,79.17,Original,Base Case,1,finance_user43,2021-07-06,2021-07-09 00:00:00
202106,9,1,Grocery,36600.78875690984,486.458,240727.79,67459.54,69291.28,11276.6,96.01,Original,Base Case,0,finance_user28,2021-07-09,2021-07-12 00:00:00
202106,9,1,Home,32430.162873954225,431.027,171690.47,101379.2,49489.2,19947.45,81.06,Original,Base Case,1,finance_user10,2021-07-09,2021-07-07 00:00:00
202106,9,1,Beauty,66597.45135639861,885.141,394642.65,166123.7,104708.75,35889.3,101.74,Original,Worst Case,1,finance_user36,2021-07-15,2021-07-16 00:00:00
202106,13,2,Electronics,22859.57965548419,455.453,132047.14,69532.84,43640.09,9623.93,62.94,Original,Base Case,0,finance_user23,2021-07-06,2021-07-04 00:00:00
202106,13,2,Apparel,48289.23735372081,962.113,330147.97,95675.39,58264.35,14725.41,80.33,Forecast,Best Case,1,finance_user33,2021-07-14,2021-07-11 00:00:00
202106,13,2,Grocery,69936.04797337668,1393.403,383486.08,233222.83,88859.0,25901.01,58.59,Revised,Base Case,0,finance_user17,2021-07-16,2021-07-13 00:00:00
202106,13,2,Home,104671.19803756155,2085.464,634956.35,288053.49,180250.45,45133.81,84.48,Original,Base Case,0,finance_user02,2021-07-20,2021-07-22 00:00:00
202106,13,2,Beauty,126774.02320520168,2525.84,798485.92,319430.7,250426.5,48312.8,81.4,Original,Base Case,1,finance_user14,2021-07-16,2021-07-16 00:00:00
202106,17,4,Electronics,126320.9584062118,2301.813,1011126.73,467185.57,307073.3,80491.84,105.44,Revised,Base Case,0,finance_user49,2021-07-09,2021-07-08 00:00:00
202106,17,4,Apparel,124883.51937901496,2275.62,1008377.23,453112.97,206731.42,32596.25,104.17,Forecast,Base Case,1,finance_user44,2021-07-13,2021-07-13 00:00:00
202106,17,4,Grocery,112892.20803560632,2057.115,1014971.19,306186.78,253288.27,66668.42,111.28,Revised,Base Case,1,finance_user50,2021-07-18,2021-07-16 00:00:00
202106,17,4,Home,106120.0886821314,1933.714,881669.66,360235.36,223162.06,58090.14,125.69,Original,Base Case,1,finance_user10,2021-07-19,2021-07-22 00:00:00
202106,17,4,Beauty,131794.280449138,2401.547,1094501.54,447864.1,292103.31,32066.43,100.74,Original,Best Case,0,finance_user22,2021-07-17,2021-07-17 00:00:00
202106,20,5,Electronics,79383.89407764155,873.682,283117.36,154523.8,79463.9,33872.41,35.49,Revised,Base Case,1,finance_user20,2021-07-14,2021-07-14 00:00:00
202106,20,5,Apparel,47623.60577533445,524.135,206101.11,56446.47,27676.71,9832.59,10.0,Original,Base Case,1,finance_user48,2021-07-17,2021-07-14 00:00:00
202106,20,5,Grocery,85500.39928561918,940.999,287605.58,183755.7,49637.1,17497.31,38.68,Original,Best Case,0,finance_user12,2021-07-08,2021-07-05 00:00:00
202106,20,5,Home,48302.20712072163,531.604,170120.71,96167.99,43874.46,20614.98,33.76,Original,Base Case,1,finance_user01,2021-07-18,2021-07-20 00:00:00
202106,20,5,Beauty,124983.1143409135,1375.537,436066.7,252961.67,124556.89,51109.86,39.89,Original,Worst Case,0,finance_user32,2021-07-12,2021-07-15 00:00:00
202106,14,5,Electronics,210235.89071639444,1770.958,629136.3,417340.94,233157.46,74523.48,35.3,Original,Base Case,1,finance_user41,2021-07-18,2021-07-15 00:00:00
202106,14,5,Apparel,153907.004180148,1296.462,608401.66,157691.01,155726.98,17277.95,56.24,Original,Base Case,1,finance_user24,2021-07-08,2021-07-06 00:00:00
202106,14,5,Grocery,60202.94023944641,507.13,222392.85,77275.32,67276.78,8139.67,65.32,Original,Best Case,1,finance_user35,2021-07-18,2021-07-15 00:00:00
202106,14,5,Home,165221.77022744805,1391.774,567790.67,254622.77,167463.3,41122.55,89.54,Forecast,Base Case,1,finance_user46,2021-07-07,2021-07-05 00:00:00
202106,14,5,Beauty,52992.086114110025,446.388,167162.94,96612.25,48931.6,10426.13,74.07,Revised,Worst Case,0,finance_user46,2021-07-20,2021-07-20 00:00:00
202106,5,3,Electronics,530.6508360400314,28.529,8724.36,3721.02,2684.84,463.23,56.18,Original,Best Case,0,finance_user39,2021-07-13,2021-07-10 00:00:00
202106,5,3,Apparel,475.69252310740603,25.574,8311.79,2844.64,2371.17,668.48,60.57,Original,Base Case,1,finance_user09,2021-07-10,2021-07-10 00:00:00
202106,5,3,Grocery,430.28478080939414,23.133,7502.48,2589.02,1832.52,607.59,66.32,Revised,Worst Case,1,finance_user14,2021-07-20,2021-07-20 00:00:00
202106,5,3,Home,225.2457676301305,12.11,3690.12,1592.58,1076.49,259.37,82.27,Original,Base Case,0,finance_user12,2021-07-11,2021-07-12 00:00:00
202106,5,3,Beauty,434.440317279993,23.356,6576.06,3612.89,2130.29,711.61,62.9,Revised,Base Case,1,finance_user25,2021-07-06,2021-07-08 00:00:00
202106,12,2,Electronics,24332.10188630157,367.958,180011.65,77414.67,30994.68,7521.1,84.59,Revised,Best Case,0,finance_user08,2021-07-16,2021-07-14 00:00:00
202106,12,2,Apparel,38626.80691257988,584.127,307497.69,101162.31,87433.11,19467.3,81.22,Original,Base Case,0,finance_user39,2021-07-10,2021-07-08 00:00:00
202106,12,2,Grocery,94019.56112308052,1421.795,643942.41,350756.27,137396.6,36105.06,97.89,Revised,Base Case,0,finance_user39,2021-07-20,2021-07-19 00:00:00
202106,12,2,Home,90632.41379837954,1370.573,579732.87,379130.81,183938.93,63141.14,78.74,Forecast,Best Case,1,finance_user45,2021-07-08,2021-07-06 00:00:00
202106,12,2,Beauty,96537.44555235788,1459.871,756655.87,264681.27,124696.74,28902.0,107.79,Original,Base Case,1,finance_user10,2021-07-14,2021-07-16 00:00:00
202106,1,3,Electronics,751.5104824548412,10.811,4141.48,1147.8,551.43,379.13,21.04,Forecast,Best Case,1,finance_user44,2021-07-13,2021-07-11 00:00:00
202106,1,3,Apparel,279.01457760328793,4.014,1447.15,516.6,355.96,42.49,52.85,Revised,Base Case,0,finance_user47,2021-07-20,2021-07-17 00:00:00
202106,1,3,Grocery,148.26237000908003,2.133,634.15,409.35,199.32,53.91,34.1,Revised,Base Case,1,finance_user14,2021-07-05,2021-07-07 00:00:00
202106,1,3,Home,241.27338608866225,3.471,1037.56,660.58,283.7,118.1,31.48,Forecast,Worst Case,0,finance_user01,2021-07-09,2021-07-08 00:00:00
202106,1,3,Beauty,975.8846579168816,14.039,4957.88,1910.59,789.87,165.9,10.31,Revised,Base Case,1,finance_user50,2021-07-16,2021-07-15 00:00:00
202106,3,5,Electronics,70759.95223722441,788.263,376043.55,248279.46,97222.32,41417.77,78.64,Forecast,Worst Case,0,finance_user32,2021-07-19,2021-07-21 00:00:00
202106,3,5,Apparel,58505.18482117031,651.745,389032.85,127164.97,108394.08,20378.91,89.84,Forecast,Base Case,1,finance_user34,2021-07-15,2021-07-12 00:00:00
202106,3,5,Grocery,67227.02885519437,748.906,438844.51,154307.12,87779.46,14229.68,77.26,Original,Worst Case,1,finance_user04,2021-07-06,2021-07-04 00:00:00
202106,3,5,Home,95495.36994558484,1063.814,560878.74,281687.64,99167.48,48810.53,49.86,Original,Base Case,1,finance_user16,2021-07-06,2021-07-06 00:00:00
202106,3,5,Beauty,20597.954819709987,229.46,120720.88,61017.19,30552.16,5324.35,71.85,Original,Base Case,0,finance_user36,2021-07-10,2021-07-09 00:00:00
