date_key,product_key,store_key,soh_qty,on_order_qty,backorder_qty,reserved_qty,available_qty,damaged_qty,unit_cost,inventory_cost_amt,days_of_supply,stock_status,snapshot_datetime,load_date
20250215,40,16,568.829,84.637,1.266,54.201,514.628,5.331,306.4491,174317.14,31.48,Overstock,2025-02-15 19:24:41,2025-02-15 19:24:41
20250215,1,20,272.583,31.758,1.017,36.063,236.52,1.194,225.1951,61384.36,24.16,In Stock,2025-02-15 16:42:06,2025-02-15 16:42:06
20250215,48,16,973.658,200.845,3.775,26.144,947.514,33.327,205.1703,199765.7,50.41,Overstock,2025-02-15 07:28:57,2025-02-15 07:28:57
20250215,44,9,200.536,11.896,1.187,26.353,174.183,7.668,198.9124,39889.1,130.22,In Stock,2025-02-15 11:39:42,2025-02-15 11:39:42
20250215,12,10,158.995,10.798,3.199,32.899,126.096,3.736,183.9532,29247.64,121.81,In Stock,2025-02-15 13:42:07,2025-02-15 13:42:07
20250215,26,10,90.163,21.016,2.759,19.7,70.463,2.968,265.1316,23905.06,3.75,In Stock,2025-02-15 17:38:56,2025-02-15 17:38:56
20250215,13,12,269.638,27.625,3.304,41.943,227.695,1.582,297.5036,80218.28,22.61,In Stock,2025-02-15 10:30:59,2025-02-15 10:30:59
20250215,16,7,683.254,71.496,3.89,202.039,481.215,22.852,201.2026,137472.48,64.08,In Stock,2025-02-15 14:12:18,2025-02-15 14:12:18
20250215,29,6,567.24,74.592,4.689,128.145,439.095,17.331,114.4698,64931.85,186.46,In Stock,2025-02-15 14:23:21,2025-02-15 14:23:21
20250215,25,5,642.134,136.257,4.834,10.872,631.262,30.097,312.0896,200403.34,101.81,Overstock,2025-02-15 18:54:32,2025-02-15 18:54:32
20250215,34,14,954.138,217.46,1.355,82.788,871.35,22.864,109.6293,104601.48,47.11,Overstock,2025-02-15 15:56:34,2025-02-15 15:56:34
20250215,4,19,695.75,99.227,0.125,171.665,524.085,6.986,307.8336,214175.23,362.18,Overstock,2025-02-15 10:16:10,2025-02-15 10:16:10
20250215,50,13,301.501,74,2.217,83.392,218.109,5.515,124.682,37591.75,16.8,In Stock,2025-02-15 06:02:26,2025-02-15 06:02:26
20250215,33,13,616.346,80.951,3.981,90.006,526.34,18.971,371.0547,228698.08,26.6,Overstock,2025-02-15 23:12:12,2025-02-15 23:12:12
20250215,21,19,541.056,89.074,2.199,121.572,419.484,23.917,167.8057,90792.28,23.4,In Stock,2025-02-15 21:02:57,2025-02-15 21:02:57
20250215,16,18,651.075,116.462,0.735,82.514,568.561,23.064,201.2026,130997.98,35.09,Overstock,2025-02-15 03:34:23,2025-02-15 03:34:23
20250215,20,8,135.533,21.092,0.657,28.93,106.603,5.019,233.4019,31633.66,9.97,In Stock,2025-02-15 03:48:04,2025-02-15 03:48:04
20250215,30,9,663.918,162.481,1.016,79.029,584.889,16.991,250.4847,166301.3,214.75,Overstock,2025-02-15 06:37:47,2025-02-15 06:37:47
20250215,13,2,78.774,14.016,1.211,18.939,59.835,0.445,297.5036,23435.55,25.51,In Stock,2025-02-15 11:36:55,2025-02-15 11:36:55
20250215,46,16,263.794,42.426,4.621,65.686,198.108,4.395,212.1925,55975.11,70.71,In Stock,2025-02-15 19:23:57,2025-02-15 19:23:57
20250215,12,10,167.038,35.816,2.952,49.55,117.488,7.38,183.9532,30727.17,18.07,In Stock,2025-02-15 00:14:21,2025-02-15 00:14:21
20250315,28,14,92.455,15.405,2.482,0.327,92.128,1.862,402.2057,37185.93,6.85,In Stock,2025-03-15 19:28:35,2025-03-15 19:28:35
20250315,11,15,201.769,45.228,4.368,10.773,190.996,8.643,236.5216,47722.73,9.88,In Stock,2025-03-15 21:54:37,2025-03-15 21:54:37
20250315,41,19,199.676,31.921,4.308,55.844,143.832,0.494,343.1313,68515.09,37.86,In Stock,2025-03-15 11:30:01,2025-03-15 11:30:01
20250315,11,5,918.715,139.733,1.924,73.192,845.523,37.955,236.5216,217295.94,112.95,Overstock,2025-03-15 14:24:54,2025-03-15 14:24:54
20250315,49,17,543.203,60.434,1.055,141.955,401.248,9.706,390.0897,211897.9,20.33,In Stock,2025-03-15 08:02:26,2025-03-15 08:02:26
20250315,49,12,734.646,77.626,0.696,146.745,587.901,1.288,390.0897,286577.84,61.53,Overstock,2025-03-15 22:40:29,2025-03-15 22:40:29
20250315,11,10,838.2,74.026,0.619,15.97,822.23,38.775,236.5216,198252.41,75.84,Overstock,2025-03-15 21:17:35,2025-03-15 21:17:35
20250315,45,14,929.996,161.526,3.856,187.633,742.363,2.456,262.8719,244469.82,130.48,Overstock,2025-03-15 06:20:02,2025-03-15 06:20:02
20250315,16,6,517.652,84.436,3.991,118.787,398.865,17.393,201.2026,104152.93,22.75,In Stock,2025-03-15 22:50:38,2025-03-15 22:50:38
20250315,46,8,672,74.663,2.595,100.076,571.924,16.482,212.1925,142593.36,138.49,Overstock,2025-03-15 17:37:50,2025-03-15 17:37:50
20250315,13,2,809.293,67.314,4.175,91.113,718.18,24.34,297.5036,240767.58,168.69,Overstock,2025-03-15 05:24:32,2025-03-15 05:24:32
20250315,2,19,627.874,42.4,1.517,71.122,556.752,20.291,100.9829,63404.54,33.63,Overstock,2025-03-15 02:29:17,2025-03-15 02:29:17
20250315,31,19,480.583,95.927,3.145,95.861,384.722,3.645,261.7045,125770.73,54.43,In Stock,2025-03-15 04:37:29,2025-03-15 04:37:29
20250315,35,2,215.913,12.109,3.441,16.838,199.075,3.859,480.1238,103664.97,15.42,In Stock,2025-03-15 15:25:04,2025-03-15 15:25:04
20250315,2,9,559.319,128.139,1.002,64.785,494.534,12.861,100.9829,56481.65,31.86,In Stock,2025-03-15 01:43:15,2025-03-15 01:43:15
20250315,23,1,682.029,114.149,3.149,175.597,506.432,19.93,154.4942,105369.52,77.95,Overstock,2025-03-15 10:33:55,2025-03-15 10:33:55
20250315,14,6,733.801,54.634,1.793,52.102,681.699,18.142,216.3982,158793.22,39.71,Overstock,2025-03-15 22:37:12,2025-03-15 22:37:12
20250315,42,15,139.332,21.128,2.75,7.828,131.504,4.045,318.4797,44374.41,31.28,In Stock,2025-03-15 01:21:18,2025-03-15 01:21:18
20250315,32,3,186.256,31.113,1.733,15.302,170.954,6.444,345.1582,64287.79,20.96,In Stock,2025-03-15 23:27:40,2025-03-15 23:27:40
20250315,1,13,293.21,45.53,2.504,24.158,269.052,8.058,225.1951,66029.46,259.96,In Stock,2025-03-15 10:45:11,2025-03-15 10:45:11
20250315,29,12,700.606,151.692,1.32,192.041,508.565,22.032,114.4698,80198.23,26.96,Overstock,2025-03-15 02:43:35,2025-03-15 02:43:35
20250315,50,16,591.859,64.665,4.077,41.461,550.398,0.061,124.682,73794.16,47.83,Overstock,2025-03-15 07:42:34,2025-03-15 07:42:34
20250315,7,17,669.211,150.21,4.405,178.937,490.274,18.884,335.419,224466.08,47.72,In Stock,2025-03-15 19:55:56,2025-03-15 19:55:56
20250315,30,9,429.633,105.273,3.362,73.295,356.338,14.766,250.4847,107616.49,19.98,In Stock,2025-03-15 15:39:38,2025-03-15 15:39:38
20250315,48,7,121.186,7.667,1.492,22.575,98.611,1.803,205.1703,24863.77,23.46,In Stock,2025-03-15 01:20:26,2025-03-15 01:20:26
20250315,8,16,467.867,57.028,3.858,106.102,361.765,4.149,291.0992,136195.71,52.3,In Stock,2025-03-15 07:26:18,2025-03-15 07:26:18
20250315,43,5,156.917,36.057,1.254,39.379,117.538,2.085,80.7339,12668.52,16.61,In Stock,2025-03-15 09:33:42,2025-03-15 09:33:42
20250315,31,8,440.943,47.216,3.915,94.373,346.57,5.427,261.7045,115396.77,21.72,In Stock,2025-03-15 21:41:10,2025-03-15 21:41:10
20250315,30,2,599.957,42.112,2.551,90.87,509.087,24.934,250.4847,150280.05,34.97,Overstock,2025-03-15 04:08:45,2025-03-15 04:08:45
20250315,39,14,291.25,72.216,4.848,29.994,261.256,13.564,371.4409,108182.16,42.26,In Stock,2025-03-15 09:59:23,2025-03-15 09:59:23
20250315,20,5,89.87,10.715,3.352,3.829,86.041,3.966,233.4019,20975.83,5.98,In Stock,2025-03-15 23:46:46,2025-03-15 23:46:46
20250315,14,4,472.156,71.999,0.314,107.789,364.367,13.508,216.3982,102173.71,23.17,In Stock,2025-03-15 21:51:19,2025-03-15 21:51:19
20250315,10,14,230.973,34.076,2.497,44.737,186.236,6.545,253.2426,58492.2,11.41,In Stock,2025-03-15 04:06:20,2025-03-15 04:06:20
20250315,4,10,891.34,172.908,3.72,151.907,739.433,4.138,307.8336,274384.4,67.89,Overstock,2025-03-15 00:33:02,2025-03-15 00:33:02
20250315,7,3,710.993,105.816,3.41,112.362,598.631,7.946,335.419,238480.56,123.42,Overstock,2025-03-15 18:02:45,2025-03-15 18:02:45
20250315,46,16,701.588,55.703,2.798,172.782,528.806,4.451,212.1925,148871.71,338.94,Overstock,2025-03-15 00:16:05,2025-03-15 00:16:05
20250315,31,14,249.46,39.933,4.182,56.063,193.397,5.013,261.7045,65284.8,11.71,In Stock,2025-03-15 16:03:50,2025-03-15 16:03:50
20250315,25,12,681.241,132.843,3.892,159.932,521.309,7.765,312.0896,212608.23,29.38,Overstock,2025-03-15 07:16:37,2025-03-15 07:16:37
20250315,17,20,899.531,148.631,2.765,242.241,657.29,28.468,406.878,365999.37,43.39,Overstock,2025-03-15 20:39:44,2025-03-15 20:39:44
20250315,26,20,128.657,7.582,3.188,1.987,126.67,1.605,265.1316,34111.04,7.44,In Stock,2025-03-15 03:25:38,2025-03-15 03:25:38
20250315,47,14,653.941,98.207,0.442,31.291,622.65,2.088,268.3775,175503.05,63.7,Overstock,2025-03-15 07:24:34,2025-03-15 07:24:34
20250315,25,3,549.871,128.919,2.307,55.94,493.931,26.295,312.0896,171609.02,29.59,In Stock,2025-03-15 19:46:43,2025-03-15 19:46:43
20250315,16,1,62.832,6.627,4.939,18.268,44.564,3.072,201.2026,12641.96,3.67,Low Stock,2025-03-15 08:19:15,2025-03-15 08:19:15
20250315,2,12,229.675,30.8,1.102,33.87,195.805,9.221,100.9829,23193.25,10.76,In Stock,2025-03-15 11:21:52,2025-03-15 11:21:52
20250315,50,20,565.507,105.71,1.779,4.806,560.701,10.991,124.682,70508.54,64.19,Overstock,2025-03-15 09:06:22,2025-03-15 09:06:22
20250315,12,3,664.78,143.82,1.543,120.729,544.051,5.519,183.9532,122288.41,50.81,Overstock,2025-03-15 22:46:15,2025-03-15 22:46:15
20250315,3,12,952.139,144.826,1.415,209.214,742.925,31.881,424.0224,403728.26,42.95,Overstock,2025-03-15 10:35:31,2025-03-15 10:35:31
20250315,50,6,822.275,165.644,2.508,189.983,632.292,8.29,124.682,102522.89,35.84,Overstock,2025-03-15 22:04:01,2025-03-15 22:04:01
20250315,44,3,593.813,127.691,4.606,13.596,580.217,5.22,198.9124,118116.77,31.15,Overstock,2025-03-15 09:22:50,2025-03-15 09:22:50
20250315,11,17,331.878,63.153,4.318,29.737,302.141,6.955,236.5216,78496.32,30.54,In Stock,2025-03-15 10:51:13,2025-03-15 10:51:13
20250315,38,9,527.558,55.735,0.618,106.811,420.747,5.21,265.1004,139855.84,26.67,In Stock,2025-03-15 19:23:14,2025-03-15 19:23:14
20250315,35,16,674.723,36.834,4.418,188.549,486.174,33.355,480.1238,323950.57,135.09,In Stock,2025-03-15 01:24:27,2025-03-15 01:24:27
20250315,35,7,858.053,168.805,1.964,58.669,799.384,12.06,480.1238,411971.67,127.06,Overstock,2025-03-15 16:07:46,2025-03-15 16:07:46
20250315,49,18,348.214,82.093,0.901,87.404,260.81,6.259,390.0897,135834.69,101.26,In Stock,2025-03-15 22:19:27,2025-03-15 22:19:27
20250315,47,12,247.863,52.261,1.628,27.124,220.739,4.608,268.3775,66520.85,12.76,In Stock,2025-03-15 02:21:25,2025-03-15 02:21:25
20250315,8,1,889.878,197.491,0.052,163.566,726.312,33.65,291.0992,259042.77,253.18,Overstock,2025-03-15 20:20:59,2025-03-15 20:20:59
20250315,24,19,798.374,188.721,3.448,222.747,575.627,23.577,492.334,393066.66,35.26,Overstock,2025-03-15 01:44:56,2025-03-15 01:44:56
20250315,13,8,844.711,98.256,4.777,239.482,605.229,27.628,297.5036,251304.56,56.3,Overstock,2025-03-15 14:59:49,2025-03-15 14:59:49
20250315,47,19,158.562,32.747,2.703,38.672,119.89,0.083,268.3775,42554.47,6.63,In Stock,2025-03-15 03:02:03,2025-03-15 03:02:03
20250315,32,13,846.453,156.013,4.577,247.599,598.854,8.269,345.1582,292160.19,96.07,Overstock,2025-03-15 22:33:53,2025-03-15 22:33:53
20250315,4,16,303.533,47.102,1.6,23.621,279.912,14.568,307.8336,93437.66,19.3,In Stock,2025-03-15 07:49:57,2025-03-15 07:49:57
20250315,9,1,632.953,54.135,2.912,128.028,504.925,7.014,489.7792,310007.21,38.07,Overstock,2025-03-15 03:54:59,2025-03-15 03:54:59
20250315,42,8,222.177,39.791,3.985,40.009,182.168,4.185,318.4797,70758.86,21.05,In Stock,2025-03-15 12:20:47,2025-03-15 12:20:47
20250315,46,6,931.769,50.363,3.251,254.271,677.498,29.181,212.1925,197714.39,67.01,Overstock,2025-03-15 14:23:47,2025-03-15 14:23:47
20250315,14,8,455.926,89.702,4.579,81.192,374.734,11.519,216.3982,98661.57,25.08,In Stock,2025-03-15 06:05:54,2025-03-15 06:05:54
20250315,6,6,909.052,193.084,2.642,27.127,881.925,0.337,140.1591,127411.91,145.2,Overstock,2025-03-15 05:00:19,2025-03-15 05:00:19
20250315,41,14,893.625,178.384,0.157,0.949,892.676,11.519,343.1313,306630.71,46.99,Overstock,2025-03-15 09:47:08,2025-03-15 09:47:08
20250315,41,11,359.844,67.678,2.86,14.656,345.188,9.588,343.1313,123473.74,17.27,In Stock,2025-03-15 05:29:54,2025-03-15 05:29:54
20250315,14,17,480.126,31.839,1.783,132.879,347.247,1.701,216.3982,103898.4,21.08,In Stock,2025-03-15 13:18:54,2025-03-15 13:18:54
20250315,44,13,580.472,43.786,4.486,89.42,491.052,19.417,198.9124,115463.08,381.41,In Stock,2025-03-15 03:34:08,2025-03-15 03:34:08
20250315,10,16,500.987,113.906,1.842,135.878,365.109,20.74,253.2426,126871.25,45.15,In Stock,2025-03-15 20:38:56,2025-03-15 20:38:56
20250315,13,20,371.011,53.956,2.988,30.227,340.784,13.016,297.5036,110377.11,31.39,In Stock,2025-03-15 19:16:20,2025-03-15 19:16:20
20250315,42,14,190.666,16.701,4.946,15.202,175.464,7.497,318.4797,60723.25,13.13,In Stock,2025-03-15 15:43:51,2025-03-15 15:43:51
20250315,45,7,774.295,185.518,1.261,136.843,637.452,37.931,262.8719,203540.4,33.85,Overstock,2025-03-15 17:44:05,2025-03-15 17:44:05
20250315,20,13,688.054,76.589,0.325,181.712,506.342,32.981,233.4019,160593.11,34.07,Overstock,2025-03-15 06:10:09,2025-03-15 06:10:09
20250315,3,17,166.037,17.865,3.929,13.999,152.038,3.636,424.0224,70403.41,12.03,In Stock,2025-03-15 23:46:14,2025-03-15 23:46:14
20250315,17,11,651.915,49.901,2.827,77.201,574.714,2.587,406.878,265249.87,37.08,Overstock,2025-03-15 23:07:30,2025-03-15 23:07:30
20250315,40,11,161.889,18.968,2.303,21.62,140.269,3.816,306.4491,49610.74,44.57,In Stock,2025-03-15 02:56:51,2025-03-15 02:56:51
20250315,19,1,406.038,99.597,1.132,54.408,351.63,11.589,266.6532,108271.33,163.8,In Stock,2025-03-15 07:34:23,2025-03-15 07:34:23
20250315,40,16,121.92,29.47,2.436,16.998,104.922,3.119,306.4491,37362.27,12.94,In Stock,2025-03-15 07:50:38,2025-03-15 07:50:38
20250315,1,20,518.21,84.652,3.771,139.771,378.439,20.163,225.1951,116698.35,29.51,In Stock,2025-03-15 15:07:44,2025-03-15 15:07:44
20250315,48,16,811.825,43.158,4.033,210.233,601.592,27.476,205.1703,166562.38,74.36,Overstock,2025-03-15 22:09:03,2025-03-15 22:09:03
20250315,44,9,61.62,3.202,3.565,7.833,53.787,2.329,198.9124,12256.98,5.01,In Stock,2025-03-15 13:02:19,2025-03-15 13:02:19
20250315,12,10,622.485,39.08,0.69,21.784,600.701,12.719,183.9532,114508.11,56.59,Overstock,2025-03-15 12:09:15,2025-03-15 12:09:15
20250315,26,10,187.194,17.15,0.966,33.14,154.054,8.906,265.1316,49631.04,12.56,In Stock,2025-03-15 18:36:59,2025-03-15 18:36:59
20250315,13,12,367.738,29.022,3.826,30.637,337.101,15.674,297.5036,109403.38,20.25,In Stock,2025-03-15 08:25:58,2025-03-15 08:25:58
20250315,16,7,106.403,24.257,4.441,16.834,89.569,3.122,201.2026,21408.56,5,In Stock,2025-03-15 21:24:07,2025-03-15 21:24:07
20250315,29,6,958.972,125.103,1.019,41.34,917.632,39.517,114.4698,109773.33,96.23,Overstock,2025-03-15 12:28:50,2025-03-15 12:28:50
20250315,25,5,398.186,68.273,4.826,92.925,305.261,17.189,312.0896,124269.71,25.84,In Stock,2025-03-15 14:16:01,2025-03-15 14:16:01
20250315,34,14,970.892,125.948,1.12,148.207,822.685,35.248,109.6293,106438.21,45.49,Overstock,2025-03-15 18:41:27,2025-03-15 18:41:27
20250315,4,19,87.201,4.47,4.732,23.624,63.577,0.633,307.8336,26843.4,14.53,In Stock,2025-03-15 07:38:55,2025-03-15 07:38:55
20250315,50,13,679.45,118.364,2.445,97.652,581.798,15.72,124.682,84715.18,59.46,Overstock,2025-03-15 20:36:07,2025-03-15 20:36:07
20250315,33,13,830.772,120.118,1.737,161.601,669.171,19.691,371.0547,308261.86,87.11,Overstock,2025-03-15 03:01:52,2025-03-15 03:01:52
20250315,21,19,100.078,14.096,2.782,19.384,80.694,4.556,167.8057,16793.66,11.52,In Stock,2025-03-15 11:48:46,2025-03-15 11:48:46
20250315,16,18,387.581,79.331,2.396,31.701,355.88,7.008,201.2026,77982.3,21.74,In Stock,2025-03-15 19:13:21,2025-03-15 19:13:21
20250315,20,8,419.888,104.199,2.445,90.854,329.034,4.622,233.4019,98002.66,24.52,In Stock,2025-03-15 11:44:22,2025-03-15 11:44:22
20250315,30,9,490.534,75.845,0.704,49.909,440.625,12.539,250.4847,122871.26,48.26,In Stock,2025-03-15 14:02:46,2025-03-15 14:02:46
20250315,13,2,662.36,111.644,2.882,126.759,535.601,22.087,297.5036,197054.48,250.94,Overstock,2025-03-15 02:40:02,2025-03-15 02:40:02
20250315,46,16,92.044,22.959,3.073,16.003,76.041,1.933,212.1925,19531.05,29.28,In Stock,2025-03-15 09:00:23,2025-03-15 09:00:23
20250315,12,10,763.908,82.374,1.706,54.953,708.955,17.937,183.9532,140523.32,130.77,Overstock,2025-03-15 16:00:22,2025-03-15 16:00:22
20250415,28,14,309.234,39.622,1.201,70.433,238.801,1.397,402.2057,124375.68,20.26,In Stock,2025-04-15 04:06:51,2025-04-15 04:06:51
20250415,11,15,345.204,84.946,3.047,41.864,303.34,4.102,236.5216,81648.2,136.19,In Stock,2025-04-15 03:57:04,2025-04-15 03:57:04
20250415,41,19,927.635,58.279,1.099,99.179,828.456,8.02,343.1313,318300.6,62.6,Overstock,2025-04-15 21:59:47,2025-04-15 21:59:47
20250415,11,5,700.038,148.953,2.046,80.753,619.285,0.159,236.5216,165574.11,31.58,Overstock,2025-04-15 14:33:58,2025-04-15 14:33:58
20250415,49,17,325.007,69.665,2.349,46.353,278.654,8.463,390.0897,126781.88,17,In Stock,2025-04-15 17:55:49,2025-04-15 17:55:49
20250415,49,12,692.495,37.759,3.161,179.069,513.426,4.086,390.0897,270135.17,196.62,Overstock,2025-04-15 16:47:28,2025-04-15 16:47:28
20250415,11,10,901.4,150.64,1.002,220.347,681.053,2.825,236.5216,213200.57,40.34,Overstock,2025-04-15 19:34:07,2025-04-15 19:34:07
20250415,45,14,886.759,214.515,0.061,53.673,833.086,36.555,262.8719,233104.02,75.39,Overstock,2025-04-15 08:52:42,2025-04-15 08:52:42
20250415,16,6,696.19,69.533,3.7,113.588,582.602,16.378,201.2026,140075.24,90.99,Overstock,2025-04-15 15:31:33,2025-04-15 15:31:33
20250415,46,8,626.825,54.197,0.766,167.594,459.231,30.793,212.1925,133007.56,29.7,In Stock,2025-04-15 10:58:56,2025-04-15 10:58:56
20250415,13,2,133.552,13.746,1.634,14.428,119.124,2.896,297.5036,39732.2,7.83,In Stock,2025-04-15 05:11:03,2025-04-15 05:11:03
20250415,2,19,203.602,13.655,0.8,50.484,153.118,6.247,100.9829,20560.32,73.9,In Stock,2025-04-15 04:56:57,2025-04-15 04:56:57
20250415,31,19,566.759,110.231,2.043,60.351,506.408,25.992,261.7045,148323.38,29.13,Overstock,2025-04-15 00:13:11,2025-04-15 00:13:11
20250415,35,2,124.236,13.709,2.085,4.676,119.56,1.484,480.1238,59648.66,54.97,In Stock,2025-04-15 16:13:02,2025-04-15 16:13:02
20250415,2,9,288.79,49.05,0.125,78.369,210.421,5.272,100.9829,29162.85,17.46,In Stock,2025-04-15 02:03:58,2025-04-15 02:03:58
20250415,23,1,75.495,16.43,4.82,5.353,70.142,2.329,154.4942,11663.54,3.98,In Stock,2025-04-15 00:53:32,2025-04-15 00:53:32
20250415,14,6,474.989,47.791,2.008,25.835,449.154,18.804,216.3982,102786.76,47.18,In Stock,2025-04-15 17:30:41,2025-04-15 17:30:41
20250415,42,15,375.974,65.062,3.678,3.74,372.234,12.868,318.4797,119740.09,32.89,In Stock,2025-04-15 22:22:05,2025-04-15 22:22:05
20250415,32,3,147.804,33.783,2.633,30.69,117.114,2.997,345.1582,51015.76,8.95,In Stock,2025-04-15 01:20:08,2025-04-15 01:20:08
20250415,1,13,555.08,82.699,4.205,135.236,419.844,4.132,225.1951,125001.3,26.04,In Stock,2025-04-15 15:13:05,2025-04-15 15:13:05
20250415,29,12,523.428,88.181,2.477,48.972,474.456,1.271,114.4698,59916.7,49.98,In Stock,2025-04-15 03:26:13,2025-04-15 03:26:13
20250415,50,16,122.747,11.11,2.819,33.124,89.623,5.861,124.682,15304.34,4.57,In Stock,2025-04-15 05:55:03,2025-04-15 05:55:03
20250415,7,17,659.088,157.812,1.332,138.297,520.791,0.825,335.419,221070.64,31.73,Overstock,2025-04-15 18:32:26,2025-04-15 18:32:26
20250415,30,9,340.148,30.479,1.724,5.424,334.724,12.306,250.4847,85201.87,29.58,In Stock,2025-04-15 12:12:01,2025-04-15 12:12:01
20250415,48,7,152.599,25.585,4.829,35.791,116.808,7.271,205.1703,31308.78,10.54,In Stock,2025-04-15 16:04:24,2025-04-15 16:04:24
20250415,8,16,540.697,62.101,2.32,145.312,395.385,5.916,291.0992,157396.46,54.86,In Stock,2025-04-15 18:26:02,2025-04-15 18:26:02
20250415,43,5,517.701,47.923,1.652,10.258,507.443,21.921,80.7339,41796.02,133.13,Overstock,2025-04-15 16:34:52,2025-04-15 16:34:52
20250415,31,8,568.802,90.283,4.592,145.38,423.422,3.678,261.7045,148858.04,29.83,In Stock,2025-04-15 12:55:54,2025-04-15 12:55:54
20250415,30,2,820.801,180.599,2.637,228.556,592.245,14.171,250.4847,205598.09,99.66,Overstock,2025-04-15 06:16:43,2025-04-15 06:16:43
20250415,39,14,452.422,74.095,1.241,64.629,387.793,2.591,371.4409,168048.03,90.03,In Stock,2025-04-15 21:46:42,2025-04-15 21:46:42
20250415,20,5,324.58,47.07,4.36,64.808,259.772,5.132,233.4019,75757.59,94.96,In Stock,2025-04-15 15:35:32,2025-04-15 15:35:32
20250415,14,4,895.09,101.083,1.185,69.551,825.539,44.399,216.3982,193695.86,81.73,Overstock,2025-04-15 21:13:29,2025-04-15 21:13:29
20250415,10,14,279.903,61.256,4.769,29.499,250.404,8.927,253.2426,70883.36,14.15,In Stock,2025-04-15 22:09:11,2025-04-15 22:09:11
20250415,4,10,397.007,94.311,0.237,105.433,291.574,3.371,307.8336,122212.09,19.3,In Stock,2025-04-15 11:45:30,2025-04-15 11:45:30
20250415,7,3,966.651,84.411,3.834,221.608,745.043,14.589,335.419,324233.11,169.63,Overstock,2025-04-15 16:43:19,2025-04-15 16:43:19
20250415,46,16,587.351,134.028,4.433,16.241,571.11,23.917,212.1925,124631.48,48.97,Overstock,2025-04-15 13:15:36,2025-04-15 13:15:36
20250415,31,14,484.869,73.937,4.975,5.62,479.249,10.436,261.7045,126892.4,61.35,In Stock,2025-04-15 09:16:09,2025-04-15 09:16:09
20250415,25,12,323.295,26.125,0.536,35.572,287.723,14.725,312.0896,100897.01,15.85,In Stock,2025-04-15 23:37:01,2025-04-15 23:37:01
20250415,17,20,312.602,23.915,2.176,16.776,295.826,1.378,406.878,127190.88,50.08,In Stock,2025-04-15 00:30:33,2025-04-15 00:30:33
20250415,26,20,51.922,7.187,2.999,6.412,45.51,0.286,265.1316,13766.16,3.23,Low Stock,2025-04-15 15:49:02,2025-04-15 15:49:02
20250415,47,14,937.914,220.01,4.065,92.636,845.278,45.848,268.3775,251715.01,45.22,Overstock,2025-04-15 18:31:08,2025-04-15 18:31:08
20250415,25,3,149.699,19.066,2.443,0.15,149.549,1.965,312.0896,46719.5,12.35,In Stock,2025-04-15 13:53:13,2025-04-15 13:53:13
20250415,16,1,967.451,207.195,2.782,201.246,766.205,14.682,201.2026,194653.66,47.18,Overstock,2025-04-15 12:18:23,2025-04-15 12:18:23
20250415,2,12,670.341,101.682,1.433,26.831,643.51,13.904,100.9829,67692.98,67.36,Overstock,2025-04-15 20:14:11,2025-04-15 20:14:11
20250415,50,20,347.041,59.262,0.422,95.964,251.077,5.893,124.682,43269.77,51.54,In Stock,2025-04-15 08:57:54,2025-04-15 08:57:54
20250415,12,3,134.368,19.822,2.19,32.379,101.989,4.405,183.9532,24717.42,86.7,In Stock,2025-04-15 18:03:30,2025-04-15 18:03:30
20250415,3,12,920.136,216.656,3.035,8.864,911.272,32.688,424.0224,390158.28,64.35,Overstock,2025-04-15 05:01:50,2025-04-15 05:01:50
20250415,50,6,573.339,121.58,3.508,60.928,512.411,15.225,124.682,71485.05,87.86,Overstock,2025-04-15 17:27:13,2025-04-15 17:27:13
20250415,44,3,674.683,164.22,1.048,96.62,578.063,33.055,198.9124,134202.81,49.22,Overstock,2025-04-15 13:41:16,2025-04-15 13:41:16
20250415,11,17,750.712,83.357,0.088,59.077,691.635,21.825,236.5216,177559.6,45.59,Overstock,2025-04-15 14:06:00,2025-04-15 14:06:00
20250415,38,9,835.706,102.246,2.84,160.347,675.359,39.793,265.1004,221545.99,35.91,Overstock,2025-04-15 05:19:29,2025-04-15 05:19:29
20250415,35,16,561.956,102.545,4.147,67.594,494.362,14.828,480.1238,269808.45,34.1,In Stock,2025-04-15 10:09:39,2025-04-15 10:09:39
20250415,35,7,346.474,20.639,3.43,65.693,280.781,8.23,480.1238,166350.41,16.25,In Stock,2025-04-15 19:32:51,2025-04-15 19:32:51
20250415,49,18,78.518,14.563,4.925,11.1,67.418,3.321,390.0897,30629.06,8.88,In Stock,2025-04-15 15:54:50,2025-04-15 15:54:50
20250415,47,12,173.453,12.433,2.882,23.137,150.316,6.583,268.3775,46550.88,7.62,In Stock,2025-04-15 09:52:38,2025-04-15 09:52:38
20250415,8,1,585.334,46.188,4.713,119.095,466.239,27.7,291.0992,170390.26,31.11,In Stock,2025-04-15 13:53:02,2025-04-15 13:53:02
20250415,24,19,215.99,32.473,3.336,63.093,152.897,6.683,492.334,106339.22,9.81,In Stock,2025-04-15 05:46:45,2025-04-15 05:46:45
20250415,13,8,644.459,40.845,3.197,119.667,524.792,16.247,297.5036,191728.87,28.61,Overstock,2025-04-15 04:13:31,2025-04-15 04:13:31
20250415,47,19,514.754,32.455,4.822,92.769,421.985,17.712,268.3775,138148.39,26.3,In Stock,2025-04-15 16:09:37,2025-04-15 16:09:37
