date_key,time_key,product_key,store_key,movement_type_key,movement_id,reference_id,reference_line_number,movement_qty,unit_cost,movement_cost_amt,from_location,to_location,reason_code,notes,source_system,movement_datetime,load_date
20250215,24684,42,14,5,MV143482,REF8051,10,-371.667,82.4356,-30638.59,14,WH5,Warehouse Transfer,Stock sent to another store,ERP,2025-02-18 22:35:00,2025-10-23 13:59:27
20250215,225484,17,20,4,MV880074,REF6398,4,99.431,463.7508,46111.21,WH1,Store5,Warehouse Transfer,Inbound stock from another store,WMS,2025-02-17 03:47:00,2025-10-23 13:59:27
20250215,128436,42,15,3,MV999822,REF9940,3,492.73,474.9562,234025.17,WH3,Store18,Customer Return,Returned by customer,WMS,2025-02-14 03:37:00,2025-10-23 13:59:27
20250215,148068,11,5,6,MV565959,REF1594,2,-223.826,241.7233,-54103.96,5,WH4,Inventory Adjustment,Manual inventory correction,WMS,2025-02-17 17:51:00,2025-10-23 13:59:27
20250215,39124,25,5,3,MV730898,REF7531,2,331.363,197.7422,65524.45,WH1,Store4,Customer Return,Returned by customer,WMS,2025-02-13 10:19:00,2025-10-23 13:59:27
20250215,234739,32,13,1,MV916258,REF4319,3,80.517,292.8947,23583,WH4,Store4,Vendor Shipment,Received stock from vendor,POS,2025-02-18 23:00:00,2025-10-23 13:59:27
20250215,146041,35,2,4,MV488373,REF3366,10,201.729,298.971,60311.12,WH4,Store9,Warehouse Transfer,Inbound stock from another store,POS,2025-02-15 22:23:00,2025-10-23 13:59:27
20250215,223640,16,6,3,MV344158,REF6986,5,134.27,128.4662,17249.16,WH1,Store8,Customer Return,Returned by customer,ERP,2025-02-13 19:29:00,2025-10-23 13:59:27
20250215,152837,34,14,3,MV683442,REF6875,3,483.244,343.2433,165870.27,WH2,Store20,Customer Return,Returned by customer,WMS,2025-02-16 12:10:00,2025-10-23 13:59:27
20250215,60984,35,7,1,MV917416,REF4379,8,210.718,498.794,105104.87,WH1,Store2,Vendor Shipment,Received stock from vendor,POS,2025-02-16 10:22:00,2025-10-23 13:59:27
20250215,121590,11,15,1,MV188185,REF9995,10,140.82,483.5399,68092.09,WH1,Store2,Vendor Shipment,Received stock from vendor,ERP,2025-02-12 12:18:00,2025-10-23 13:59:27
20250215,235823,12,10,3,MV894034,REF3588,3,201.111,91.8924,18480.57,WH4,Store1,Customer Return,Returned by customer,WMS,2025-02-17 16:27:00,2025-10-23 13:59:27
20250215,72951,50,13,3,MV804034,REF8805,8,332.212,459.1669,152540.75,WH5,Store19,Customer Return,Returned by customer,ERP,2025-02-18 12:02:00,2025-10-23 13:59:27
20250215,191036,32,13,3,MV423344,REF9461,3,278.708,485.5979,135340.02,WH1,Store10,Customer Return,Returned by customer,WMS,2025-02-12 19:15:00,2025-10-23 13:59:27
20250215,138122,10,16,5,MV388530,REF6340,10,-474.358,468.419,-222198.3,16,WH3,Warehouse Transfer,Stock sent to another store,POS,2025-02-18 04:01:00,2025-10-23 13:59:27
20250215,15439,2,12,6,MV765278,REF5321,3,-206.724,250.1086,-51703.45,12,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-02-13 08:56:00,2025-10-23 13:59:27
20250215,37116,45,14,4,MV277202,REF6811,7,188.873,62.1251,11733.75,WH4,Store11,Warehouse Transfer,Inbound stock from another store,ERP,2025-02-18 06:20:00,2025-10-23 13:59:27
20250215,214789,3,12,5,MV376982,REF8323,9,-54.736,463.98,-25396.41,12,WH2,Warehouse Transfer,Stock sent to another store,POS,2025-02-12 23:21:00,2025-10-23 13:59:27
20250215,99855,7,3,6,MV309746,REF8292,4,-333.93,169.4255,-56576.26,3,WH4,Inventory Adjustment,Manual inventory correction,ERP,2025-02-17 14:40:00,2025-10-23 13:59:27
20250215,19963,40,11,5,MV351150,REF3694,10,-361.52,159.0395,-57495.96,11,WH2,Warehouse Transfer,Stock sent to another store,POS,2025-02-18 03:11:00,2025-10-23 13:59:27
20250215,96125,1,20,1,MV211091,REF9855,6,270.663,358.0161,96901.71,WH3,Store20,Vendor Shipment,Received stock from vendor,WMS,2025-02-14 22:28:00,2025-10-23 13:59:27
20250215,123486,46,16,6,MV170482,REF5909,6,-152.411,213.6234,-32558.56,16,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-02-17 06:17:00,2025-10-23 13:59:27
20250215,204125,11,17,1,MV879028,REF1406,5,104.401,373.878,39033.24,WH3,Store12,Vendor Shipment,Received stock from vendor,ERP,2025-02-18 21:47:00,2025-10-23 13:59:27
20250215,68356,11,5,1,MV301116,REF1301,1,416.128,61.2046,25468.95,WH3,Store4,Vendor Shipment,Received stock from vendor,POS,2025-02-13 15:00:00,2025-10-23 13:59:27
20250215,229463,11,15,3,MV174518,REF7647,10,307.266,191.5404,58853.85,WH1,Store20,Customer Return,Returned by customer,WMS,2025-02-13 07:45:00,2025-10-23 13:59:27
20250215,221696,49,12,4,MV575567,REF2023,5,221.295,204.2039,45189.3,WH4,Store11,Warehouse Transfer,Inbound stock from another store,POS,2025-02-12 02:31:00,2025-10-23 13:59:27
20250215,59297,49,18,6,MV361918,REF9939,2,-453.824,233.796,-106102.24,18,WH3,Inventory Adjustment,Manual inventory correction,ERP,2025-02-13 17:40:00,2025-10-23 13:59:27
20250215,141018,11,5,5,MV178578,REF2594,2,-473.512,273.1272,-129329.01,5,WH5,Warehouse Transfer,Stock sent to another store,WMS,2025-02-13 10:44:00,2025-10-23 13:59:27
20250215,215575,49,18,1,MV313652,REF3492,6,48.12,155.9903,7506.25,WH4,Store20,Vendor Shipment,Received stock from vendor,ERP,2025-02-18 14:28:00,2025-10-23 13:59:27
20250215,210105,33,13,2,MV970965,REF5248,2,-273.024,424.2168,-115821.37,13,WH3,POS Sale,Stock issued for sale,WMS,2025-02-14 17:23:00,2025-10-23 13:59:27
20250215,17457,42,8,6,MV488393,REF6304,4,-426.251,203.7534,-86850.09,8,WH5,Inventory Adjustment,Manual inventory correction,POS,2025-02-15 07:47:00,2025-10-23 13:59:27
20250215,192996,42,15,5,MV366140,REF8996,1,-290.308,264.0366,-76651.94,15,WH1,Warehouse Transfer,Stock sent to another store,ERP,2025-02-17 07:25:00,2025-10-23 13:59:27
20250215,104669,34,14,1,MV693192,REF8055,7,333.815,410.3505,136981.15,WH4,Store7,Vendor Shipment,Received stock from vendor,ERP,2025-02-13 12:37:00,2025-10-23 13:59:27
20250215,218443,2,12,2,MV676582,REF8400,2,-297.508,464.1783,-138096.76,12,WH5,POS Sale,Stock issued for sale,POS,2025-02-13 08:53:00,2025-10-23 13:59:27
20250215,139469,4,10,6,MV370587,REF3392,9,-496.341,497.7102,-247033.98,10,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-02-15 10:38:00,2025-10-23 13:59:27
20250215,95665,45,7,6,MV294404,REF6240,4,-83.728,181.9503,-15234.33,7,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-02-16 03:55:00,2025-10-23 13:59:27
20250215,195882,9,1,3,MV279878,REF4137,9,265.249,357.9158,94936.81,WH4,Store13,Customer Return,Returned by customer,POS,2025-02-17 16:38:00,2025-10-23 13:59:27
20250215,1734,35,2,2,MV143327,REF4749,8,-455.406,358.6879,-163348.62,2,WH5,POS Sale,Stock issued for sale,ERP,2025-02-18 11:23:00,2025-10-23 13:59:27
20250215,29244,16,18,6,MV706429,REF5385,7,-480.003,139.4836,-66952.55,18,WH4,Inventory Adjustment,Manual inventory correction,ERP,2025-02-12 04:28:00,2025-10-23 13:59:27
20250215,37816,50,6,1,MV752003,REF1697,3,475.456,307.4684,146187.7,WH3,Store6,Vendor Shipment,Received stock from vendor,POS,2025-02-14 20:06:00,2025-10-23 13:59:27
20250215,87658,2,9,6,MV438915,REF6083,3,-493.867,101.8208,-50285.93,9,WH4,Inventory Adjustment,Manual inventory correction,WMS,2025-02-12 11:00:00,2025-10-23 13:59:27
20250215,226839,13,20,1,MV356332,REF9001,9,421.577,144.1209,60758.06,WH2,Store12,Vendor Shipment,Received stock from vendor,POS,2025-02-18 23:36:00,2025-10-23 13:59:27
20250215,205448,40,11,2,MV347763,REF1199,6,-279.922,326.8651,-91496.73,11,WH5,POS Sale,Stock issued for sale,ERP,2025-02-18 21:46:00,2025-10-23 13:59:27
20250215,189744,16,7,1,MV166238,REF1800,4,113.766,330.8546,37640,WH5,Store1,Vendor Shipment,Received stock from vendor,POS,2025-02-15 18:08:00,2025-10-23 13:59:27
20250215,117538,9,1,6,MV164087,REF2795,1,-346.137,249.478,-86353.57,1,WH3,Inventory Adjustment,Manual inventory correction,ERP,2025-02-14 18:06:00,2025-10-23 13:59:27
20250215,71129,26,20,3,MV194538,REF6619,3,22.739,172.3196,3918.38,WH4,Store2,Customer Return,Returned by customer,ERP,2025-02-15 20:35:00,2025-10-23 13:59:27
20250215,12766,26,10,1,MV927269,REF3007,3,250.001,233.184,58296.23,WH3,Store14,Vendor Shipment,Received stock from vendor,POS,2025-02-15 04:48:00,2025-10-23 13:59:27
20250215,187385,40,16,3,MV787726,REF6385,8,442.494,441.5827,195397.7,WH2,Store17,Customer Return,Returned by customer,WMS,2025-02-18 04:25:00,2025-10-23 13:59:27
20250215,2154,48,16,3,MV367680,REF3496,9,286.393,146.3028,41900.1,WH2,Store1,Customer Return,Returned by customer,ERP,2025-02-15 03:36:00,2025-10-23 13:59:27
20250215,97322,35,7,3,MV432606,REF4435,10,438.092,229.8591,100699.43,WH2,Store9,Customer Return,Returned by customer,ERP,2025-02-13 00:00:00,2025-10-23 13:59:27
20250215,3538,30,9,2,MV343589,REF1211,7,-202.344,337.824,-68356.66,9,WH5,POS Sale,Stock issued for sale,ERP,2025-02-12 03:08:00,2025-10-23 13:59:27
20250215,195319,8,16,2,MV206048,REF4442,6,-260.68,135.4843,-35318.05,16,WH2,POS Sale,Stock issued for sale,ERP,2025-02-13 06:49:00,2025-10-23 13:59:27
20250215,186116,25,5,5,MV869469,REF6804,5,-402.95,408.7569,-164708.59,5,WH4,Warehouse Transfer,Stock sent to another store,ERP,2025-02-14 02:49:00,2025-10-23 13:59:27
20250315,161803,35,16,5,MV415436,REF9161,5,-337.319,398.0321,-134263.79,16,WH5,Warehouse Transfer,Stock sent to another store,ERP,2025-03-14 22:31:00,2025-10-23 13:59:27
20250315,72304,33,13,6,MV666104,REF3422,7,-409.146,115.536,-47271.09,13,WH1,Inventory Adjustment,Manual inventory correction,ERP,2025-03-16 07:55:00,2025-10-23 13:59:27
20250315,158610,2,9,1,MV361780,REF5485,2,360.382,162.8274,58680.06,WH1,Store3,Vendor Shipment,Received stock from vendor,POS,2025-03-17 17:47:00,2025-10-23 13:59:27
20250315,105375,13,20,1,MV701113,REF6853,4,484.578,443.4074,214865.47,WH3,Store14,Vendor Shipment,Received stock from vendor,WMS,2025-03-13 18:57:00,2025-10-23 13:59:27
20250315,176281,4,16,1,MV703145,REF3443,10,88.332,400.7465,35398.74,WH4,Store1,Vendor Shipment,Received stock from vendor,POS,2025-03-13 23:09:00,2025-10-23 13:59:27
20250315,82930,29,12,5,MV278725,REF2300,6,-414.712,271.5508,-112615.38,12,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-03-18 03:14:00,2025-10-23 13:59:27
20250315,98397,44,9,4,MV397661,REF1708,7,56.457,379.1617,21406.33,WH5,Store19,Warehouse Transfer,Inbound stock from another store,POS,2025-03-12 15:31:00,2025-10-23 13:59:27
20250315,20997,16,7,4,MV696865,REF2007,6,227.786,145.3333,33104.89,WH4,Store8,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-18 17:06:00,2025-10-23 13:59:27
20250315,231545,20,13,3,MV517952,REF3077,8,99.048,332.3227,32915.9,WH2,Store6,Customer Return,Returned by customer,POS,2025-03-14 06:04:00,2025-10-23 13:59:27
20250315,94013,20,13,1,MV536297,REF8649,9,29.364,171.7845,5044.28,WH1,Store18,Vendor Shipment,Received stock from vendor,ERP,2025-03-17 05:22:00,2025-10-23 13:59:27
20250315,173697,29,6,2,MV983009,REF2178,6,-377.862,203.86,-77030.95,6,WH1,POS Sale,Stock issued for sale,WMS,2025-03-18 01:26:00,2025-10-23 13:59:27
20250315,234664,30,9,2,MV453246,REF3834,2,-305.778,364.2346,-111374.93,9,WH1,POS Sale,Stock issued for sale,WMS,2025-03-15 17:58:00,2025-10-23 13:59:27
20250315,8238,41,19,5,MV476110,REF9258,3,-343.854,98.2348,-33778.43,19,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-03-15 17:56:00,2025-10-23 13:59:27
20250315,200421,50,16,1,MV174218,REF1924,2,261.029,270.6188,70639.35,WH1,Store6,Vendor Shipment,Received stock from vendor,ERP,2025-03-12 04:51:00,2025-10-23 13:59:27
20250315,8002,35,7,1,MV868971,REF5191,1,19.853,117.6033,2334.78,WH2,Store4,Vendor Shipment,Received stock from vendor,POS,2025-03-15 18:05:00,2025-10-23 13:59:27
20250315,108006,11,15,4,MV993941,REF8513,3,354.474,178.9828,63444.75,WH5,Store1,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-13 20:53:00,2025-10-23 13:59:27
20250315,191135,29,6,2,MV565692,REF4266,2,-263.111,295.5921,-77773.53,6,WH5,POS Sale,Stock issued for sale,WMS,2025-03-14 05:09:00,2025-10-23 13:59:27
20250315,90716,39,14,4,MV528950,REF3027,5,486.111,334.6757,162689.54,WH1,Store4,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-13 12:51:00,2025-10-23 13:59:27
20250315,63854,25,12,3,MV183616,REF8831,3,446.185,112.6517,50263.5,WH3,Store19,Customer Return,Returned by customer,POS,2025-03-13 05:57:00,2025-10-23 13:59:27
20250315,102510,11,15,3,MV629092,REF3666,4,395.111,236.0928,93282.86,WH4,Store10,Customer Return,Returned by customer,ERP,2025-03-14 04:08:00,2025-10-23 13:59:27
20250315,60714,46,6,5,MV499218,REF5425,10,-204.848,153.2047,-31383.68,6,WH5,Warehouse Transfer,Stock sent to another store,POS,2025-03-12 00:46:00,2025-10-23 13:59:27
20250315,89525,32,13,5,MV126398,REF1232,9,-189.606,466.2916,-88411.69,13,WH1,Warehouse Transfer,Stock sent to another store,ERP,2025-03-13 23:09:00,2025-10-23 13:59:27
20250315,32626,29,12,3,MV809127,REF2832,7,19.377,423.0954,8198.32,WH5,Store19,Customer Return,Returned by customer,WMS,2025-03-17 07:02:00,2025-10-23 13:59:27
20250315,74631,10,14,6,MV521506,REF5132,6,-352.838,277.5325,-97924.01,14,WH3,Inventory Adjustment,Manual inventory correction,POS,2025-03-15 08:37:00,2025-10-23 13:59:27
20250315,99699,3,17,1,MV296453,REF8847,3,59.376,472.1803,28036.18,WH4,Store14,Vendor Shipment,Received stock from vendor,ERP,2025-03-14 19:23:00,2025-10-23 13:59:27
20250315,64963,13,8,3,MV502339,REF8093,6,152.194,159.2339,24234.44,WH4,Store10,Customer Return,Returned by customer,WMS,2025-03-12 06:49:00,2025-10-23 13:59:27
20250315,44967,50,16,1,MV294593,REF7387,1,182.683,128.5116,23476.88,WH4,Store17,Vendor Shipment,Received stock from vendor,POS,2025-03-16 17:29:00,2025-10-23 13:59:27
20250315,42891,25,5,2,MV172031,REF5055,4,-48.48,258.4206,-12528.23,5,WH3,POS Sale,Stock issued for sale,WMS,2025-03-13 16:28:00,2025-10-23 13:59:27
20250315,155465,44,3,5,MV885335,REF3234,9,-301.778,238.0804,-71847.43,3,WH1,Warehouse Transfer,Stock sent to another store,POS,2025-03-13 18:24:00,2025-10-23 13:59:27
20250315,49796,4,19,1,MV617515,REF2517,6,155.935,411.317,64138.72,WH2,Store19,Vendor Shipment,Received stock from vendor,POS,2025-03-14 16:55:00,2025-10-23 13:59:27
20250315,71417,47,19,6,MV358725,REF1217,9,-308.729,185.0628,-57134.25,19,WH4,Inventory Adjustment,Manual inventory correction,POS,2025-03-17 08:11:00,2025-10-23 13:59:27
20250315,44551,25,3,5,MV871247,REF9285,4,-313.434,255.6696,-80135.55,3,WH2,Warehouse Transfer,Stock sent to another store,ERP,2025-03-13 21:44:00,2025-10-23 13:59:27
20250315,27885,50,13,3,MV708072,REF7369,2,295.438,254.2118,75103.83,WH3,Store12,Customer Return,Returned by customer,POS,2025-03-12 09:39:00,2025-10-23 13:59:27
20250315,39556,32,13,2,MV664243,REF6857,4,-124.718,498.0956,-62121.49,13,WH5,POS Sale,Stock issued for sale,ERP,2025-03-14 22:48:00,2025-10-23 13:59:27
20250315,210780,40,16,5,MV241054,REF8819,8,-445.876,332.947,-148453.08,16,WH2,Warehouse Transfer,Stock sent to another store,ERP,2025-03-17 14:07:00,2025-10-23 13:59:27
20250315,232357,2,9,1,MV432641,REF1148,8,283.261,107.8569,30551.65,WH4,Store13,Vendor Shipment,Received stock from vendor,ERP,2025-03-16 14:20:00,2025-10-23 13:59:27
20250315,83770,9,1,4,MV564602,REF5909,5,252.316,309.0451,77977.02,WH5,Store10,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-15 07:22:00,2025-10-23 13:59:27
20250315,47512,9,1,6,MV927157,REF3848,3,-467.216,77.3095,-36120.24,1,WH2,Inventory Adjustment,Manual inventory correction,ERP,2025-03-17 07:21:00,2025-10-23 13:59:27
20250315,153628,3,12,1,MV641637,REF1805,9,42.987,359.3249,15446.3,WH2,Store3,Vendor Shipment,Received stock from vendor,ERP,2025-03-16 04:02:00,2025-10-23 13:59:27
20250315,102484,9,1,6,MV151692,REF4875,2,-207.013,380.4399,-78756.01,1,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-03-12 04:08:00,2025-10-23 13:59:27
20250315,190504,38,9,1,MV703672,REF3342,4,33.153,225.6444,7480.79,WH5,Store9,Vendor Shipment,Received stock from vendor,ERP,2025-03-18 21:42:00,2025-10-23 13:59:27
20250315,24195,47,12,6,MV323584,REF2354,1,-358.511,463.7396,-166255.75,12,WH5,Inventory Adjustment,Manual inventory correction,WMS,2025-03-12 08:23:00,2025-10-23 13:59:27
20250315,152812,46,6,5,MV986849,REF4962,9,-142.623,115.1345,-16420.83,6,WH4,Warehouse Transfer,Stock sent to another store,ERP,2025-03-15 16:26:00,2025-10-23 13:59:27
20250315,72212,41,19,4,MV411699,REF3555,4,302.491,219.413,66370.46,WH5,Store15,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-18 17:35:00,2025-10-23 13:59:27
20250315,33385,38,9,4,MV197447,REF2562,2,258.482,156.5165,40456.7,WH5,Store12,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-17 08:45:00,2025-10-23 13:59:27
20250315,24182,11,10,4,MV693411,REF9595,1,138.443,64.5028,8929.96,WH1,Store15,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-13 10:39:00,2025-10-23 13:59:27
20250315,168810,29,12,6,MV809069,REF6388,3,-287.498,172.9709,-49728.79,12,WH2,Inventory Adjustment,Manual inventory correction,ERP,2025-03-13 06:52:00,2025-10-23 13:59:27
20250315,92251,42,14,4,MV630709,REF3883,2,194.085,435.4814,84520.41,WH5,Store17,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-13 17:27:00,2025-10-23 13:59:27
20250315,116962,17,20,3,MV566556,REF8013,7,479.935,129.2898,62050.7,WH3,Store12,Customer Return,Returned by customer,ERP,2025-03-18 05:13:00,2025-10-23 13:59:27
20250315,118193,42,15,6,MV180515,REF4293,6,-326.141,397.5987,-129673.24,15,WH3,Inventory Adjustment,Manual inventory correction,POS,2025-03-17 10:08:00,2025-10-23 13:59:27
20250315,70045,11,5,2,MV223711,REF5746,2,-82.424,474.774,-39132.77,5,WH5,POS Sale,Stock issued for sale,POS,2025-03-17 13:38:00,2025-10-23 13:59:27
20250315,28054,25,5,4,MV982239,REF1782,7,139.991,363.9559,50950.55,WH5,Store18,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-13 05:29:00,2025-10-23 13:59:27
20250315,223663,32,13,4,MV920631,REF2842,8,473.482,71.666,33932.56,WH2,Store2,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-13 18:01:00,2025-10-23 13:59:27
20250315,40743,35,2,3,MV211442,REF3216,8,210.375,104.3498,21952.59,WH4,Store3,Customer Return,Returned by customer,WMS,2025-03-18 07:27:00,2025-10-23 13:59:27
20250315,120355,16,6,6,MV680450,REF5252,2,-424.943,325.1071,-138151.99,6,WH2,Inventory Adjustment,Manual inventory correction,POS,2025-03-18 03:28:00,2025-10-23 13:59:27
20250315,215744,34,14,4,MV367011,REF8393,6,226.045,102.4716,23163.19,WH1,Store8,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-17 00:23:00,2025-10-23 13:59:27
20250315,231337,35,7,2,MV884428,REF4372,1,-111.711,267.2114,-29850.45,7,WH1,POS Sale,Stock issued for sale,ERP,2025-03-13 23:40:00,2025-10-23 13:59:27
20250315,199257,11,15,4,MV318560,REF7767,7,370.475,149.1454,55254.64,WH2,Store12,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-16 02:08:00,2025-10-23 13:59:27
20250315,141395,12,10,3,MV440752,REF8364,3,26.568,335.1712,8904.83,WH4,Store17,Customer Return,Returned by customer,WMS,2025-03-16 02:22:00,2025-10-23 13:59:27
20250315,147588,50,13,5,MV133136,REF5898,3,-155.21,430.2652,-66781.46,13,WH1,Warehouse Transfer,Stock sent to another store,ERP,2025-03-13 12:49:00,2025-10-23 13:59:27
20250315,134486,32,13,6,MV528161,REF1696,10,-469.434,408.3689,-191702.25,13,WH5,Inventory Adjustment,Manual inventory correction,WMS,2025-03-15 04:32:00,2025-10-23 13:59:27
20250315,192876,10,16,5,MV551998,REF1291,7,-475.186,266.8646,-126810.32,16,WH1,Warehouse Transfer,Stock sent to another store,POS,2025-03-13 00:24:00,2025-10-23 13:59:27
20250315,164060,2,12,2,MV924544,REF6554,8,-141.723,276.9949,-39256.55,12,WH4,POS Sale,Stock issued for sale,POS,2025-03-12 21:08:00,2025-10-23 13:59:27
20250315,99872,45,14,3,MV735267,REF1600,3,343.732,375.1937,128966.08,WH1,Store8,Customer Return,Returned by customer,WMS,2025-03-18 16:29:00,2025-10-23 13:59:27
20250315,188639,3,12,4,MV720620,REF7664,4,461.257,368.1032,169790.18,WH2,Store18,Warehouse Transfer,Inbound stock from another store,POS,2025-03-13 17:57:00,2025-10-23 13:59:27
20250315,159579,7,3,4,MV653652,REF5545,3,243.44,337.1441,82074.36,WH1,Store14,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-14 03:04:00,2025-10-23 13:59:27
20250315,43760,40,11,6,MV448091,REF9271,8,-153.188,272.1974,-41697.38,11,WH1,Inventory Adjustment,Manual inventory correction,POS,2025-03-14 06:47:00,2025-10-23 13:59:27
20250315,112108,1,20,4,MV430975,REF3024,2,408.237,107.7377,43982.52,WH5,Store6,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-15 12:14:00,2025-10-23 13:59:27
20250315,199711,46,16,4,MV760056,REF2276,5,214.255,370.8912,79465.29,WH1,Store12,Warehouse Transfer,Inbound stock from another store,POS,2025-03-17 05:41:00,2025-10-23 13:59:27
20250315,68001,11,17,5,MV807100,REF6582,4,-64.618,72.9988,-4717.04,17,WH5,Warehouse Transfer,Stock sent to another store,ERP,2025-03-16 13:27:00,2025-10-23 13:59:27
20250315,195550,11,5,6,MV549537,REF5703,1,-226.729,398.6985,-90396.51,5,WH4,Inventory Adjustment,Manual inventory correction,POS,2025-03-15 14:43:00,2025-10-23 13:59:27
20250315,16952,11,15,2,MV781694,REF7802,9,-79.521,461.5792,-36705.24,15,WH2,POS Sale,Stock issued for sale,ERP,2025-03-12 09:53:00,2025-10-23 13:59:27
20250315,180338,49,12,5,MV404540,REF2940,2,-356.421,285.7793,-101857.74,12,WH5,Warehouse Transfer,Stock sent to another store,WMS,2025-03-13 18:31:00,2025-10-23 13:59:27
20250315,224928,49,18,5,MV337645,REF4314,1,-442.964,172.8682,-76574.39,18,WH5,Warehouse Transfer,Stock sent to another store,WMS,2025-03-12 07:01:00,2025-10-23 13:59:27
20250315,181898,11,5,4,MV790683,REF6887,10,235.278,240.5766,56602.38,WH3,Store5,Warehouse Transfer,Inbound stock from another store,POS,2025-03-15 16:48:00,2025-10-23 13:59:27
20250315,113619,49,18,3,MV631957,REF1461,9,371.983,96.4044,35860.8,WH1,Store2,Customer Return,Returned by customer,POS,2025-03-16 21:39:00,2025-10-23 13:59:27
20250315,107184,33,13,5,MV754859,REF3493,3,-218.444,160.2526,-35006.22,13,WH1,Warehouse Transfer,Stock sent to another store,WMS,2025-03-18 00:43:00,2025-10-23 13:59:27
20250315,157832,42,8,3,MV502595,REF3625,1,394.578,445.6919,175860.22,WH4,Store14,Customer Return,Returned by customer,POS,2025-03-18 14:58:00,2025-10-23 13:59:27
20250315,79526,42,15,3,MV362028,REF6703,6,94.153,135.8289,12788.7,WH5,Store15,Customer Return,Returned by customer,POS,2025-03-14 11:58:00,2025-10-23 13:59:27
20250315,21824,34,14,5,MV175486,REF2826,10,-143.906,422.9742,-60868.53,14,WH2,Warehouse Transfer,Stock sent to another store,ERP,2025-03-14 15:05:00,2025-10-23 13:59:27
20250315,3489,2,12,6,MV259810,REF9426,4,-494.775,366.1347,-181154.3,12,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-03-18 14:47:00,2025-10-23 13:59:27
20250315,160164,4,10,3,MV511135,REF7208,4,315.478,208.9474,65918.31,WH4,Store6,Customer Return,Returned by customer,POS,2025-03-17 00:26:00,2025-10-23 13:59:27
20250315,50399,45,7,6,MV112072,REF8005,7,-97.202,474.9526,-46166.34,7,WH2,Inventory Adjustment,Manual inventory correction,WMS,2025-03-13 02:49:00,2025-10-23 13:59:27
20250315,191012,9,1,2,MV378012,REF1363,1,-392.828,393.2469,-154478.39,1,WH3,POS Sale,Stock issued for sale,POS,2025-03-12 01:08:00,2025-10-23 13:59:27
20250315,69943,35,2,4,MV904144,REF5378,6,164.77,106.2288,17503.32,WH4,Store5,Warehouse Transfer,Inbound stock from another store,ERP,2025-03-18 23:06:00,2025-10-23 13:59:27
20250315,206981,16,18,3,MV396433,REF9242,4,454.03,74.6169,33878.31,WH4,Store13,Customer Return,Returned by customer,POS,2025-03-18 13:52:00,2025-10-23 13:59:27
20250315,105545,50,6,6,MV486688,REF8485,1,-364.21,184.8937,-67340.13,6,WH5,Inventory Adjustment,Manual inventory correction,WMS,2025-03-12 22:47:00,2025-10-23 13:59:27
20250315,190861,2,9,3,MV433561,REF9007,3,304.621,386.245,117658.34,WH3,Store11,Customer Return,Returned by customer,POS,2025-03-12 16:53:00,2025-10-23 13:59:27
20250315,19363,13,20,5,MV940045,REF1007,1,-63.392,77.1334,-4889.64,20,WH2,Warehouse Transfer,Stock sent to another store,POS,2025-03-18 03:01:00,2025-10-23 13:59:27
20250315,118417,40,11,6,MV947944,REF5856,3,-346.149,150.4496,-52077.98,11,WH4,Inventory Adjustment,Manual inventory correction,WMS,2025-03-12 03:52:00,2025-10-23 13:59:27
20250315,71445,16,7,2,MV548491,REF9842,8,-471.72,479.4555,-226168.75,7,WH1,POS Sale,Stock issued for sale,ERP,2025-03-13 16:16:00,2025-10-23 13:59:27
20250315,78584,9,1,4,MV919374,REF1027,4,147.217,75.9058,11174.62,WH2,Store14,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-17 21:16:00,2025-10-23 13:59:27
20250315,50385,26,20,3,MV411808,REF6469,3,16.845,245.7491,4139.64,WH2,Store14,Customer Return,Returned by customer,ERP,2025-03-16 23:22:00,2025-10-23 13:59:27
20250315,67427,26,10,4,MV181503,REF2099,5,221.953,224.3609,49797.57,WH5,Store14,Warehouse Transfer,Inbound stock from another store,WMS,2025-03-15 08:57:00,2025-10-23 13:59:27
20250315,30338,40,16,3,MV952969,REF4390,5,155.617,379.133,58999.54,WH5,Store4,Customer Return,Returned by customer,ERP,2025-03-12 21:53:00,2025-10-23 13:59:27
