date_key,store_key,currency_key,product_key,posting_id,journal_entry_id,gl_account_code,gl_account_name,cost_center,amount_local,amount_group,fx_rate,debit_credit_flag,account_type,account_category,financial_statement,posting_date,posting_period,fiscal_year,fiscal_period,posting_description,reference_document,source_system,posted_by,load_date
20210812,10,3,26.0,POST2021080030D,JRN2021080030,500000,COGS Expense - Retail Segment,CC-180,629846.87,8188.01,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-12,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),ORD2021084458,Finance,fin_user16,2021-08-15 00:00:00
20210812,10,3,26.0,POST2021080030C,JRN2021080030,100000,Inventory - Finished Goods,CC-110,629846.87,8188.01,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-12,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),ORD2021084458,Finance,fin_user16,2021-08-15 00:00:00
20210810,19,3,21.0,POST2021080031D,JRN2021080031,100000,Inventory - Finished Goods,CC-103,526885.98,6849.52,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-10,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),ORD2021089239,AutoBatch,fin_user06,2021-08-08 00:00:00
20210810,19,3,21.0,POST2021080031C,JRN2021080031,200000,Accounts Payable - Trade,CC-198,526885.98,6849.52,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-10,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),ORD2021089239,AutoBatch,fin_user06,2021-08-08 00:00:00
20210816,17,1,,POST2021080032D,JRN2021080032,101000,Accounts Receivable - Trade,CC-115,456702.84,5937.14,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-16,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),PO2021084561,Consolidation,fin_user47,2021-08-19 00:00:00
20210816,17,1,,POST2021080032C,JRN2021080032,400000,Sales Revenue - Domestic,CC-171,1981572.406632162,25760.454649925265,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-16,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),PO2021084561,Consolidation,fin_user47,2021-08-19 00:00:00
20210812,10,2,12.0,POST2021080033D,JRN2021080033,100000,Inventory - Finished Goods,CC-146,477970.92,6213.62,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-12,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),RC20210850358,Consolidation,fin_user38,2021-08-11 00:00:00
20210812,10,2,12.0,POST2021080033C,JRN2021080033,200000,Accounts Payable - Trade,CC-167,477970.92,6213.62,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-12,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),RC20210850358,Consolidation,fin_user38,2021-08-11 00:00:00
20210816,6,4,,POST2021080034D,JRN2021080034,502000,Marketing Expense - Promotions,CC-171,767680.45,9979.85,0.013,D,Expense,Expense - Promotions,P&L,2021-08-16,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),RC20210820994,Finance,fin_user14,2021-08-18 00:00:00
20210816,6,4,,POST2021080034C,JRN2021080034,200000,Accounts Payable - Trade,CC-151,767680.45,9979.85,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-16,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),RC20210820994,Finance,fin_user14,2021-08-18 00:00:00
20210819,19,3,21.0,POST2021080035D,JRN2021080035,100000,Inventory - Finished Goods,CC-173,291200.37,3785.6,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-19,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),PO2021088566,ERP,fin_user04,2021-08-21 00:00:00
20210819,19,3,21.0,POST2021080035C,JRN2021080035,200000,Accounts Payable - Trade,CC-182,291200.37,3785.6,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-19,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),PO2021088566,ERP,fin_user04,2021-08-21 00:00:00
20210814,12,1,25.0,POST2021080036D,JRN2021080036,100000,Inventory - Finished Goods,CC-163,983481.41,12785.26,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-14,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),RC20210843132,AutoBatch,fin_user20,2021-08-11 00:00:00
20210814,12,1,25.0,POST2021080036C,JRN2021080036,200000,Accounts Payable - Trade,CC-167,983481.41,12785.26,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-14,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),RC20210843132,AutoBatch,fin_user20,2021-08-11 00:00:00
20210814,12,4,49.0,POST2021080037D,JRN2021080037,100000,Inventory - Finished Goods,CC-193,853367.22,11093.77,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-14,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),ORD2021085093,AutoBatch,fin_user09,2021-08-14 00:00:00
20210814,12,4,49.0,POST2021080037C,JRN2021080037,200000,Accounts Payable - Trade,CC-122,853367.22,11093.77,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-14,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),ORD2021085093,AutoBatch,fin_user09,2021-08-14 00:00:00
20210813,8,3,31.0,POST2021080038D,JRN2021080038,500000,COGS Expense - Retail Segment,CC-174,474360.3,6166.68,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-13,202108,2021,8,Month-end COGS accrual (COGS Expense - Retail Segment),RC20210853787,AutoBatch,system_bot,2021-08-14 00:00:00
20210813,8,3,31.0,POST2021080038C,JRN2021080038,201000,Accrued Expenses,CC-179,474360.3,6166.68,0.013,C,Liability,Liability - Accrued Expenses,Balance Sheet,2021-08-13,202108,2021,8,Month-end COGS accrual (Accrued Expenses),RC20210853787,AutoBatch,system_bot,2021-08-14 00:00:00
20210810,5,2,20.0,POST2021080039D,JRN2021080039,100000,Inventory - Finished Goods,CC-146,209313.25,2721.07,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-10,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),ORD2021081372,Consolidation,system_bot,2021-08-11 00:00:00
20210810,5,2,20.0,POST2021080039C,JRN2021080039,200000,Accounts Payable - Trade,CC-197,209313.25,2721.07,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-10,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),ORD2021081372,Consolidation,system_bot,2021-08-11 00:00:00
20210813,15,1,,POST2021080040D,JRN2021080040,102000,Cash & Cash Equivalents,CC-106,416246.11,5411.2,0.013,D,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-13,202108,2021,8,Customer payment received (Cash & Cash Equivalents),RC20210886315,AutoBatch,fin_user10,2021-08-14 00:00:00
20210813,15,1,,POST2021080040C,JRN2021080040,101000,Accounts Receivable - Trade,CC-133,416246.11,5411.2,0.013,C,Asset,Asset - Trade,Balance Sheet,2021-08-13,202108,2021,8,Customer payment received (Accounts Receivable - Trade),RC20210886315,AutoBatch,fin_user10,2021-08-14 00:00:00
20210817,12,3,,POST2021080041D,JRN2021080041,502000,Marketing Expense - Promotions,CC-137,572161.23,7438.1,0.013,D,Expense,Expense - Promotions,P&L,2021-08-17,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),ORD2021088973,AutoBatch,fin_user42,2021-08-17 00:00:00
20210817,12,3,,POST2021080041C,JRN2021080041,200000,Accounts Payable - Trade,CC-137,572161.23,7438.1,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-17,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),ORD2021088973,AutoBatch,fin_user42,2021-08-17 00:00:00
20210815,14,5,,POST2021080042D,JRN2021080042,102000,Cash & Cash Equivalents,CC-168,514069.82,6682.91,0.013,D,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-15,202108,2021,8,Customer payment received (Cash & Cash Equivalents),PO2021083112,AutoBatch,fin_user48,2021-08-17 00:00:00
20210815,14,5,,POST2021080042C,JRN2021080042,101000,Accounts Receivable - Trade,CC-148,514069.82,6682.91,0.013,C,Asset,Asset - Trade,Balance Sheet,2021-08-15,202108,2021,8,Customer payment received (Accounts Receivable - Trade),PO2021083112,AutoBatch,fin_user48,2021-08-17 00:00:00
20210817,3,1,,POST2021080043D,JRN2021080043,503000,Payroll Expense - Store Ops,CC-180,416938.76,5420.2,0.013,D,Expense,Expense - Store Ops,P&L,2021-08-17,202108,2021,8,Payroll disbursement (Payroll Expense - Store Ops),PO2021082849,ERP,system_bot,2021-08-15 00:00:00
20210817,3,1,,POST2021080043C,JRN2021080043,102000,Cash & Cash Equivalents,CC-190,416938.76,5420.2,0.013,C,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-17,202108,2021,8,Payroll disbursement (Cash & Cash Equivalents),PO2021082849,ERP,system_bot,2021-08-15 00:00:00
20210816,10,3,,POST2021080044D,JRN2021080044,501000,Freight Expense - Inbound,CC-189,4667.31,60.68,0.013,D,Expense,Expense - Inbound,P&L,2021-08-16,202108,2021,8,Inbound freight accrual (Freight Expense - Inbound),RC20210898518,ERP,system_bot,2021-08-17 00:00:00
20210816,10,3,,POST2021080044C,JRN2021080044,200000,Accounts Payable - Trade,CC-189,4667.31,60.68,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-16,202108,2021,8,Inbound freight accrual (Accounts Payable - Trade),RC20210898518,ERP,system_bot,2021-08-17 00:00:00
20210814,8,2,,POST2021080045D,JRN2021080045,101000,Accounts Receivable - Trade,CC-133,203772.29,2649.04,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-14,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),ORD2021089938,ERP,system_bot,2021-08-17 00:00:00
20210814,8,2,,POST2021080045C,JRN2021080045,400000,Sales Revenue - Domestic,CC-198,1261792.914482181,16403.30931246774,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-14,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),ORD2021089938,ERP,system_bot,2021-08-17 00:00:00
20210816,1,2,23.0,POST2021080046D,JRN2021080046,500000,COGS Expense - Retail Segment,CC-198,136254.56,1771.31,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-16,202108,2021,8,Month-end COGS accrual (COGS Expense - Retail Segment),PO2021087297,AutoBatch,system_bot,2021-08-15 00:00:00
20210816,1,2,23.0,POST2021080046C,JRN2021080046,201000,Accrued Expenses,CC-166,136254.56,1771.31,0.013,C,Liability,Liability - Accrued Expenses,Balance Sheet,2021-08-16,202108,2021,8,Month-end COGS accrual (Accrued Expenses),PO2021087297,AutoBatch,system_bot,2021-08-15 00:00:00
20210814,16,3,,POST2021080047D,JRN2021080047,101000,Accounts Receivable - Trade,CC-109,972238.1,12639.1,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-14,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),ORD2021085171,Finance,fin_user26,2021-08-16 00:00:00
20210814,16,3,,POST2021080047C,JRN2021080047,400000,Sales Revenue - Domestic,CC-145,3567666.212916604,46379.678014752,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-14,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),ORD2021085171,Finance,fin_user26,2021-08-16 00:00:00
20210810,11,3,41.0,POST2021080048D,JRN2021080048,500000,COGS Expense - Retail Segment,CC-198,170229.8,2212.99,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-10,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),RC20210877492,ERP,system_bot,2021-08-12 00:00:00
20210810,11,3,41.0,POST2021080048C,JRN2021080048,100000,Inventory - Finished Goods,CC-188,170229.8,2212.99,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-10,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),RC20210877492,ERP,system_bot,2021-08-12 00:00:00
20210811,19,1,,POST2021080049D,JRN2021080049,101000,Accounts Receivable - Trade,CC-109,271163.16,3525.12,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-11,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),PO2021088540,AutoBatch,fin_user47,2021-08-10 00:00:00
20210811,19,1,,POST2021080049C,JRN2021080049,400000,Sales Revenue - Domestic,CC-129,1496305.9852769924,19451.971849050704,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-11,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),PO2021088540,AutoBatch,fin_user47,2021-08-10 00:00:00
20210814,9,4,,POST2021080050D,JRN2021080050,502000,Marketing Expense - Promotions,CC-183,258115.29,3355.5,0.013,D,Expense,Expense - Promotions,P&L,2021-08-14,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),PO2021083670,AutoBatch,system_bot,2021-08-17 00:00:00
20210814,9,4,,POST2021080050C,JRN2021080050,200000,Accounts Payable - Trade,CC-110,258115.29,3355.5,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-14,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),PO2021083670,AutoBatch,system_bot,2021-08-17 00:00:00
20210813,8,4,,POST2021080051D,JRN2021080051,503000,Payroll Expense - Store Ops,CC-161,457189.8,5943.47,0.013,D,Expense,Expense - Store Ops,P&L,2021-08-13,202108,2021,8,Payroll disbursement (Payroll Expense - Store Ops),ORD2021084689,Finance,fin_user32,2021-08-12 00:00:00
20210813,8,4,,POST2021080051C,JRN2021080051,102000,Cash & Cash Equivalents,CC-161,457189.8,5943.47,0.013,C,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-13,202108,2021,8,Payroll disbursement (Cash & Cash Equivalents),ORD2021084689,Finance,fin_user32,2021-08-12 00:00:00
20210814,15,5,,POST2021080052D,JRN2021080052,501000,Freight Expense - Inbound,CC-118,206386.43,2683.02,0.013,D,Expense,Expense - Inbound,P&L,2021-08-14,202108,2021,8,Inbound freight accrual (Freight Expense - Inbound),PO2021082116,AutoBatch,fin_user29,2021-08-11 00:00:00
20210814,15,5,,POST2021080052C,JRN2021080052,200000,Accounts Payable - Trade,CC-172,206386.43,2683.02,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-14,202108,2021,8,Inbound freight accrual (Accounts Payable - Trade),PO2021082116,AutoBatch,fin_user29,2021-08-11 00:00:00
20210810,13,3,,POST2021080053D,JRN2021080053,502000,Marketing Expense - Promotions,CC-188,716923.39,9320.0,0.013,D,Expense,Expense - Promotions,P&L,2021-08-10,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),ORD2021084703,AutoBatch,fin_user46,2021-08-12 00:00:00
20210810,13,3,,POST2021080053C,JRN2021080053,200000,Accounts Payable - Trade,CC-121,716923.39,9320.0,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-10,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),ORD2021084703,AutoBatch,fin_user46,2021-08-12 00:00:00
20210815,13,1,,POST2021080054D,JRN2021080054,502000,Marketing Expense - Promotions,CC-161,882395.76,11471.14,0.013,D,Expense,Expense - Promotions,P&L,2021-08-15,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),RC20210832093,Finance,system_bot,2021-08-17 00:00:00
20210815,13,1,,POST2021080054C,JRN2021080054,200000,Accounts Payable - Trade,CC-115,882395.76,11471.14,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-15,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),RC20210832093,Finance,system_bot,2021-08-17 00:00:00
20210817,12,5,,POST2021080055D,JRN2021080055,503000,Payroll Expense - Store Ops,CC-189,283806.85,3689.49,0.013,D,Expense,Expense - Store Ops,P&L,2021-08-17,202108,2021,8,Payroll disbursement (Payroll Expense - Store Ops),PO2021087151,Consolidation,system_bot,2021-08-17 00:00:00
20210817,12,5,,POST2021080055C,JRN2021080055,102000,Cash & Cash Equivalents,CC-162,283806.85,3689.49,0.013,C,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-17,202108,2021,8,Payroll disbursement (Cash & Cash Equivalents),PO2021087151,Consolidation,system_bot,2021-08-17 00:00:00
20210816,12,4,49.0,POST2021080056D,JRN2021080056,100000,Inventory - Finished Goods,CC-164,760523.85,9886.81,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-16,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),PO2021083489,AutoBatch,fin_user48,2021-08-14 00:00:00
20210816,12,4,49.0,POST2021080056C,JRN2021080056,200000,Accounts Payable - Trade,CC-177,760523.85,9886.81,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-16,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),PO2021083489,AutoBatch,fin_user48,2021-08-14 00:00:00
20210818,5,3,43.0,POST2021080057D,JRN2021080057,100000,Inventory - Finished Goods,CC-170,568604.6,7391.86,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-18,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),ORD2021089932,ERP,fin_user23,2021-08-17 00:00:00
20210818,5,3,43.0,POST2021080057C,JRN2021080057,200000,Accounts Payable - Trade,CC-121,568604.6,7391.86,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-18,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),ORD2021089932,ERP,fin_user23,2021-08-17 00:00:00
20210820,18,1,,POST2021080058D,JRN2021080058,102000,Cash & Cash Equivalents,CC-191,814418.43,10587.44,0.013,D,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-20,202108,2021,8,Customer payment received (Cash & Cash Equivalents),RC20210837506,ERP,system_bot,2021-08-18 00:00:00
20210820,18,1,,POST2021080058C,JRN2021080058,101000,Accounts Receivable - Trade,CC-188,814418.43,10587.44,0.013,C,Asset,Asset - Trade,Balance Sheet,2021-08-20,202108,2021,8,Customer payment received (Accounts Receivable - Trade),RC20210837506,ERP,system_bot,2021-08-18 00:00:00
20210816,12,5,47.0,POST2021080059D,JRN2021080059,100000,Inventory - Finished Goods,CC-114,145585.66,1892.61,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-16,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),RC20210819170,AutoBatch,fin_user26,2021-08-17 00:00:00
20210816,12,5,47.0,POST2021080059C,JRN2021080059,200000,Accounts Payable - Trade,CC-170,145585.66,1892.61,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-16,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),RC20210819170,AutoBatch,fin_user26,2021-08-17 00:00:00
20210814,7,4,16.0,POST2021080060D,JRN2021080060,500000,COGS Expense - Retail Segment,CC-168,974601.88,12669.82,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-14,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),PO2021085748,AutoBatch,system_bot,2021-08-15 00:00:00
20210814,7,4,16.0,POST2021080060C,JRN2021080060,100000,Inventory - Finished Goods,CC-139,974601.88,12669.82,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-14,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),PO2021085748,AutoBatch,system_bot,2021-08-15 00:00:00
20210811,8,2,46.0,POST2021080061D,JRN2021080061,500000,COGS Expense - Retail Segment,CC-190,145483.99,1891.29,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-11,202108,2021,8,Month-end COGS accrual (COGS Expense - Retail Segment),ORD2021088753,Consolidation,fin_user45,2021-08-10 00:00:00
20210811,8,2,46.0,POST2021080061C,JRN2021080061,201000,Accrued Expenses,CC-191,145483.99,1891.29,0.013,C,Liability,Liability - Accrued Expenses,Balance Sheet,2021-08-11,202108,2021,8,Month-end COGS accrual (Accrued Expenses),ORD2021088753,Consolidation,fin_user45,2021-08-10 00:00:00
20210814,17,1,3.0,POST2021080062D,JRN2021080062,500000,COGS Expense - Retail Segment,CC-170,780012.75,10140.17,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-14,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),PO2021083339,Finance,system_bot,2021-08-15 00:00:00
20210814,17,1,3.0,POST2021080062C,JRN2021080062,100000,Inventory - Finished Goods,CC-195,780012.75,10140.17,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-14,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),PO2021083339,Finance,system_bot,2021-08-15 00:00:00
20210817,1,5,,POST2021080063D,JRN2021080063,501000,Freight Expense - Inbound,CC-182,817518.42,10627.74,0.013,D,Expense,Expense - Inbound,P&L,2021-08-17,202108,2021,8,Inbound freight accrual (Freight Expense - Inbound),RC20210899942,Finance,fin_user47,2021-08-18 00:00:00
20210817,1,5,,POST2021080063C,JRN2021080063,200000,Accounts Payable - Trade,CC-127,817518.42,10627.74,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-17,202108,2021,8,Inbound freight accrual (Accounts Payable - Trade),RC20210899942,Finance,fin_user47,2021-08-18 00:00:00
20210815,6,4,6.0,POST2021080064D,JRN2021080064,500000,COGS Expense - Retail Segment,CC-158,445459.77,5790.98,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-15,202108,2021,8,Month-end COGS accrual (COGS Expense - Retail Segment),ORD2021085468,Finance,fin_user50,2021-08-18 00:00:00
20210815,6,4,6.0,POST2021080064C,JRN2021080064,201000,Accrued Expenses,CC-118,445459.77,5790.98,0.013,C,Liability,Liability - Accrued Expenses,Balance Sheet,2021-08-15,202108,2021,8,Month-end COGS accrual (Accrued Expenses),ORD2021085468,Finance,fin_user50,2021-08-18 00:00:00
20210813,19,3,,POST2021080065D,JRN2021080065,501000,Freight Expense - Inbound,CC-150,225981.94,2937.77,0.013,D,Expense,Expense - Inbound,P&L,2021-08-13,202108,2021,8,Inbound freight accrual (Freight Expense - Inbound),RC20210857504,AutoBatch,fin_user28,2021-08-16 00:00:00
20210813,19,3,,POST2021080065C,JRN2021080065,200000,Accounts Payable - Trade,CC-146,225981.94,2937.77,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-13,202108,2021,8,Inbound freight accrual (Accounts Payable - Trade),RC20210857504,AutoBatch,fin_user28,2021-08-16 00:00:00
20210818,10,3,26.0,POST2021080066D,JRN2021080066,500000,COGS Expense - Retail Segment,CC-110,538065.51,6994.85,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-18,202108,2021,8,Month-end COGS accrual (COGS Expense - Retail Segment),PO2021086894,AutoBatch,fin_user13,2021-08-21 00:00:00
20210818,10,3,26.0,POST2021080066C,JRN2021080066,201000,Accrued Expenses,CC-172,538065.51,6994.85,0.013,C,Liability,Liability - Accrued Expenses,Balance Sheet,2021-08-18,202108,2021,8,Month-end COGS accrual (Accrued Expenses),PO2021086894,AutoBatch,fin_user13,2021-08-21 00:00:00
20210820,20,2,,POST2021080067D,JRN2021080067,101000,Accounts Receivable - Trade,CC-130,749743.35,9746.66,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-20,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),ORD2021081808,Consolidation,system_bot,2021-08-19 00:00:00
20210820,20,2,,POST2021080067C,JRN2021080067,400000,Sales Revenue - Domestic,CC-149,3084942.9308841256,40104.24349443189,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-20,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),ORD2021081808,Consolidation,system_bot,2021-08-19 00:00:00
20210813,12,1,25.0,POST2021080068D,JRN2021080068,100000,Inventory - Finished Goods,CC-156,468368.14,6088.79,0.013,D,Asset,Asset - Finished Goods,Balance Sheet,2021-08-13,202108,2021,8,Vendor receipt capitalization (Inventory - Finished Goods),ORD2021088673,AutoBatch,fin_user45,2021-08-14 00:00:00
20210813,12,1,25.0,POST2021080068C,JRN2021080068,200000,Accounts Payable - Trade,CC-199,468368.14,6088.79,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-13,202108,2021,8,Vendor receipt capitalization (Accounts Payable - Trade),ORD2021088673,AutoBatch,fin_user45,2021-08-14 00:00:00
20210820,6,2,50.0,POST2021080069D,JRN2021080069,500000,COGS Expense - Retail Segment,CC-167,471223.02,6125.9,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-20,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),ORD2021082090,Finance,system_bot,2021-08-23 00:00:00
20210820,6,2,50.0,POST2021080069C,JRN2021080069,100000,Inventory - Finished Goods,CC-153,471223.02,6125.9,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-20,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),ORD2021082090,Finance,system_bot,2021-08-23 00:00:00
20210817,19,1,,POST2021080070D,JRN2021080070,503000,Payroll Expense - Store Ops,CC-111,563736.01,7328.57,0.013,D,Expense,Expense - Store Ops,P&L,2021-08-17,202108,2021,8,Payroll disbursement (Payroll Expense - Store Ops),ORD2021088146,Finance,fin_user25,2021-08-14 00:00:00
20210817,19,1,,POST2021080070C,JRN2021080070,102000,Cash & Cash Equivalents,CC-185,563736.01,7328.57,0.013,C,Asset,Asset - Cash & Cash Equivalents,Cash Flow,2021-08-17,202108,2021,8,Payroll disbursement (Cash & Cash Equivalents),ORD2021088146,Finance,fin_user25,2021-08-14 00:00:00
20210817,9,1,,POST2021080071D,JRN2021080071,501000,Freight Expense - Inbound,CC-109,284471.62,3698.13,0.013,D,Expense,Expense - Inbound,P&L,2021-08-17,202108,2021,8,Inbound freight accrual (Freight Expense - Inbound),ORD2021089049,ERP,system_bot,2021-08-17 00:00:00
20210817,9,1,,POST2021080071C,JRN2021080071,200000,Accounts Payable - Trade,CC-162,284471.62,3698.13,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-17,202108,2021,8,Inbound freight accrual (Accounts Payable - Trade),ORD2021089049,ERP,system_bot,2021-08-17 00:00:00
20210815,12,2,,POST2021080072D,JRN2021080072,101000,Accounts Receivable - Trade,CC-165,365270.53,4748.52,0.013,D,Asset,Asset - Trade,Balance Sheet,2021-08-15,202108,2021,8,Sales revenue posting (Accounts Receivable - Trade),ORD2021086822,Consolidation,system_bot,2021-08-18 00:00:00
20210815,12,2,,POST2021080072C,JRN2021080072,400000,Sales Revenue - Domestic,CC-155,1484353.617625159,19296.60966726612,0.013,C,Revenue,Revenue - Domestic,P&L,2021-08-15,202108,2021,8,Sales revenue posting (Sales Revenue - Domestic),ORD2021086822,Consolidation,system_bot,2021-08-18 00:00:00
20210819,15,5,11.0,POST2021080073D,JRN2021080073,500000,COGS Expense - Retail Segment,CC-100,324960.27,4224.48,0.013,D,Expense,Expense - Retail Segment,P&L,2021-08-19,202108,2021,8,COGS recognition on sale (COGS Expense - Retail Segment),RC20210887282,AutoBatch,fin_user20,2021-08-18 00:00:00
20210819,15,5,11.0,POST2021080073C,JRN2021080073,100000,Inventory - Finished Goods,CC-131,324960.27,4224.48,0.013,C,Asset,Asset - Finished Goods,Balance Sheet,2021-08-19,202108,2021,8,COGS recognition on sale (Inventory - Finished Goods),RC20210887282,AutoBatch,fin_user20,2021-08-18 00:00:00
20210813,19,1,,POST2021080074D,JRN2021080074,502000,Marketing Expense - Promotions,CC-195,548508.99,7130.62,0.013,D,Expense,Expense - Promotions,P&L,2021-08-13,202108,2021,8,Marketing spend for promotions (Marketing Expense - Promotions),RC20210895036,Consolidation,fin_user23,2021-08-11 00:00:00
20210813,19,1,,POST2021080074C,JRN2021080074,200000,Accounts Payable - Trade,CC-141,548508.99,7130.62,0.013,C,Liability,Liability - Trade,Balance Sheet,2021-08-13,202108,2021,8,Marketing spend for promotions (Accounts Payable - Trade),RC20210895036,Consolidation,fin_user23,2021-08-11 00:00:00
